node,edge
BBX,SRF
BBX,TBX21
BBX,TCF4
BBX,TCF7L2
BBX,TFAP4
BBX,VSX1
BBX,ZBTB38
BBX,ZFP3
BBX,ZIC1
BBX,ZIC4
BBX,ZNF135
BBX,ZNF232
BBX,ZNF287
BBX,ZNF334
BBX,ZNF366
BBX,ZNF433
BBX,ZNF497
BBX,ZNF516
BBX,ZNF557
BBX,ZNF558
BBX,ZNF606
BBX,ZNF613
BBX,ZNF649
BBX,ZNF669
BBX,ZNF670
BBX,ZNF672
BBX,ZNF689
BBX,ZNF692
BBX,ZNF713
BBX,ZSCAN1
BCL6,AEBP2
BCL6,AHR
BCL6,ASCL2
BCL6,ATF3
BCL6,ATF6
BCL6,BACH2
BCL6,BARHL2
BCL6,BCL6
BCL6,BHLHE40
BCL6,BHLHE41
BCL6,CAMTA1
BCL6,CREB3
BCL6,CREB3L1
BCL6,CREB3L2
BCL6,CREB5
BCL6,DBP
BCL6,E2F2
BCL6,E2F3
BCL6,E2F6
BCL6,EGR1
BCL6,EGR3
BCL6,EGR4
BCL6,EHF
BCL6,ELF2
BCL6,ERF
BCL6,ESRRA
BCL6,ESRRG
BCL6,ETS1
BCL6,ETV1
BCL6,ETV5
BCL6,ETV6
BCL6,FIZ1
BCL6,FOS
BCL6,FOSL2
BCL6,FOXB1
BCL6,FOXH1
BCL6,FOXJ2
BCL6,FOXK1
BCL6,FOXL1
BCL6,FOXO3
BCL6,GFI1
BCL6,GLI1
BCL6,GLIS2
BCL6,GLIS3
BCL6,GZF1
BCL6,HES7
BCL6,HEY1
BCL6,HEY2
BCL6,HKR1
BCL6,HNF4G
BCL6,ID1
BCL6,IRF2
BCL6,IRX2
BCL6,IRX5
BCL6,JUN
BCL6,JUNB
BCL6,JUND
BCL6,KLF12
BCL6,KLF13
BCL6,KLF15
BCL6,KLF16
BCL6,KLF3
BCL6,KLF4
BCL6,KLF5
BCL6,MAF
BCL6,MAFF
BCL6,MEF2D
BCL6,MEIS1
BCL6,MEOX2
BCL6,MLX
BCL6,MNT
BCL6,MXI1
BCL6,MYC
BCL6,MYCN
BCL6,NFATC1
BCL6,NFIA
BCL6,NFIB
BCL6,NFIC
BCL6,NFIX
BCL6,NFKB2
BCL6,NHLH1
BCL6,NKX2-2
BCL6,NR2F1
BCL6,NR2F2
BCL6,NR4A2
BCL6,OLIG1
BCL6,OLIG2
BCL6,OSR1
BCL6,PAX3
BCL6,PAX6
BCL6,PBX1
BCL6,PBX3
BCL6,PKNOX2
BCL6,POU2F2
BCL6,POU3F2
BCL6,POU3F3
BCL6,PRRX1
BCL6,RARA
BCL6,RELA
BCL6,RFX2
BCL6,RFX4
BCL6,RORA
BCL6,RREB1
BCL6,RUNX1
BCL6,RUNX3
BCL6,RXRB
BCL6,SALL1
BCL6,SALL2
BCL6,SATB1
BCL6,SOX1
BCL6,SOX10
BCL6,SOX12
BCL6,SOX13
BCL6,SOX2
BCL6,SOX21
BCL6,SOX4
BCL6,SOX6
BCL6,SOX9
BCL6,SP1
BCL6,SPIB
BCL6,SREBF1
BCL6,SRF
BCL6,STAT1
BCL6,TCF12
BCL6,TCF4
BCL6,TCF7L2
BCL6,TEF
BCL6,TFAP4
BCL6,THRB
BCL6,VSX1
BCL6,YY1
BCL6,ZBED1
BCL6,ZBTB20
BCL6,ZBTB38
BCL6,ZEB1
BCL6,ZFP14
BCL6,ZFP3
BCL6,ZFP41
BCL6,ZFP64
BCL6,ZIC1
BCL6,ZIC4
BCL6,ZIK1
BCL6,ZKSCAN1
BCL6,ZNF132
BCL6,ZNF135
BCL6,ZNF136
BCL6,ZNF184
BCL6,ZNF19
BCL6,ZNF213
BCL6,ZNF226
BCL6,ZNF227
BCL6,ZNF23
BCL6,ZNF232
BCL6,ZNF236
BCL6,ZNF254
BCL6,ZNF26
BCL6,ZNF266
BCL6,ZNF273
BCL6,ZNF276
BCL6,ZNF287
BCL6,ZNF320
BCL6,ZNF334
BCL6,ZNF343
BCL6,ZNF366
BCL6,ZNF397
BCL6,ZNF41
BCL6,ZNF43
BCL6,ZNF445
BCL6,ZNF468
BCL6,ZNF497
BCL6,ZNF516
BCL6,ZNF521
BCL6,ZNF524
BCL6,ZNF526
BCL6,ZNF530
BCL6,ZNF541
BCL6,ZNF549
BCL6,ZNF552
BCL6,ZNF557
BCL6,ZNF558
BCL6,ZNF559
BCL6,ZNF579
BCL6,ZNF580
BCL6,ZNF581
BCL6,ZNF584
BCL6,ZNF587
BCL6,ZNF606
BCL6,ZNF613
BCL6,ZNF619
BCL6,ZNF625
BCL6,ZNF629
BCL6,ZNF648
BCL6,ZNF649
BCL6,ZNF662
BCL6,ZNF669
BCL6,ZNF670
BCL6,ZNF672
BCL6,ZNF689
BCL6,ZNF692
BCL6,ZNF696
BCL6,ZNF699
BCL6,ZNF713
BCL6,ZNF771
BCL6,ZNF785
BCL6,ZNF8
BCL6,ZNF823
BCL6,ZNF84
BCL6,ZSCAN1
BCL6,ZSCAN16
BHLHE40,ATF3
BHLHE40,BHLHE41
BHLHE40,E2F6
BHLHE40,EGR3
BHLHE40,ERF
BHLHE40,FOXH1
BHLHE40,GZF1
BHLHE40,KLF13
BHLHE40,MGA
BHLHE40,NFIA
BHLHE40,NFIX
BHLHE40,OLIG1
BHLHE40,OLIG2
BHLHE40,PBX1
BHLHE40,RUNX1
BHLHE40,SOX1
BHLHE40,SOX10
BHLHE40,SRF
BHLHE40,ZFP41
BHLHE40,ZIC1
BHLHE40,ZIC4
BHLHE40,ZNF236
BHLHE40,ZNF516
BHLHE40,ZNF526
BHLHE40,ZNF696
BHLHE40,ZNF84
BHLHE41,BHLHE41
BHLHE41,GZF1
BHLHE41,IRX2
BHLHE41,MGA
BHLHE41,NFIX
BHLHE41,OLIG1
BHLHE41,SRF
CEBPB,BACH2
CEBPB,BCL6
CEBPB,CREB3L2
CEBPB,CREB5
CEBPB,DBP
CEBPB,E2F2
CEBPB,ESRRA
CEBPB,FIZ1
CEBPB,FOS
CEBPB,FOXK1
CEBPB,GLIS3
CEBPB,GZF1
CEBPB,HEY2
CEBPB,JUND
CEBPB,KLF13
CEBPB,KLF4
CEBPB,KLF5
CEBPB,MEIS1
CEBPB,MLX
CEBPB,MXI1
CEBPB,MYC
CEBPB,NFATC1
CEBPB,NFIA
CEBPB,NFIB
CEBPB,PAX3
CEBPB,PBX1
CEBPB,POU3F2
CEBPB,POU3F3
CEBPB,RFX2
CEBPB,SALL1
CEBPB,SOX1
CEBPB,SOX12
CEBPB,SOX21
CEBPB,SOX6
CEBPB,SOX9
CEBPB,SRF
CEBPB,TCF4
CEBPB,ZNF334
CEBPB,ZNF366
CEBPB,ZNF516
CEBPB,ZNF524
CEBPB,ZNF579
CEBPB,ZNF580
CEBPB,ZNF581
CEBPB,ZNF629
CEBPB,ZNF672
CEBPB,ZNF692
CREB3,ATF3
CREB3,BACH2
CREB3,CAMTA1
CREB3,CREB3L2
CREB3,CREB5
CREB3,EGR1
CREB3,ERF
CREB3,ETV1
CREB3,FOS
CREB3,HES7
CREB3,ID1
CREB3,JUND
CREB3,KLF13
CREB3,MNT
CREB3,NFIC
CREB3,NFIX
CREB3,NKX2-2
CREB3,OLIG1
CREB3,OLIG2
CREB3,PBX1
CREB3,RARA
CREB3,SOX10
CREB3,SOX9
CREB3,SPIB
CREB3,SRF
CREB3,TCF4
CREB3,ZBTB38
CREB3,ZBTB7A
CREB3,ZFP41
CREB3,ZIC1
CREB3,ZIC4
CREB3,ZNF334
CREB3,ZNF366
CREB3,ZNF497
CREB3,ZNF516
CREB3,ZNF526
CREB3,ZNF696
CREB3,ZNF84
CREB3L1,ERF
CREB3L1,FOXK1
CREB3L1,ID1
CREB3L1,IRX2
CREB3L1,JUNB
CREB3L1,JUND
CREB3L1,NEUROD2
CREB3L1,NFIX
CREB3L1,OLIG1
CREB3L1,OLIG2
CREB3L1,RARA
CREB3L1,SATB1
CREB3L1,SOX1
CREB3L1,SPIB
CREB3L1,YY1
CREB3L1,ZNF366
CREB3L1,ZNF526
CREB3L1,ZNF771
CREB3L2,CAMTA1
CREB3L2,CREB5
CREB3L2,ERF
CREB3L2,FOXK1
CREB3L2,ID1
CREB3L2,IRX2
CREB3L2,JUNB
CREB3L2,JUND
CREB3L2,KLF4
CREB3L2,NEUROD2
CREB3L2,NFIX
CREB3L2,RARA
CREB3L2,SATB1
CREB3L2,SOX9
CREB3L2,SPIB
CREB3L2,SRF
CREB3L2,ZIC1
CREB3L2,ZIC4
CREB3L2,ZNF366
CREB3L2,ZNF521
CREB3L2,ZNF526
CREB3L2,ZNF629
CREB3L2,ZNF771
CREB3L2,ZNF84
CREB5,ATF3
CREB5,BACH2
CREB5,BCL6
CREB5,CREB3L2
CREB5,CREB5
CREB5,ERF
CREB5,HES7
CREB5,MXI1
CREB5,NFIB
CREB5,NFIX
CREB5,RFX2
CREB5,SOX9
CREB5,SPIB
CREB5,TCF4
CREB5,ZBTB38
CREB5,ZFP41
CREB5,ZIC1
CREB5,ZIC4
CREB5,ZNF526
CREB5,ZNF696
DBP,AHR
DBP,ATF6
DBP,BCL6
DBP,BHLHE41
DBP,CAMTA1
DBP,CREB3L2
DBP,CREB5
DBP,E2F6
DBP,EGR3
DBP,ELF2
DBP,ETS1
DBP,ETV1
DBP,ETV6
DBP,FIZ1
DBP,FOS
DBP,FOSL2
DBP,FOXD4L2
DBP,FOXD4L5
DBP,FOXJ2
DBP,FOXK1
DBP,GBX2
DBP,GFI1
DBP,HES7
DBP,HEY1
DBP,HEY2
DBP,ID1
DBP,IRF2
DBP,ISX
DBP,JUN
DBP,JUNB
DBP,JUND
DBP,KLF12
DBP,KLF13
DBP,KLF16
DBP,KLF4
DBP,KLF5
DBP,MAFF
DBP,MEF2D
DBP,MEIS1
DBP,MEOX2
DBP,MYC
DBP,NFATC1
DBP,NFIA
DBP,NFIB
DBP,NFIX
DBP,NKX2-2
DBP,NR2F1
DBP,NR2F2
DBP,OLIG1
DBP,OLIG2
DBP,PAX3
DBP,PBX1
DBP,POU2F2
DBP,POU3F2
DBP,POU3F3
DBP,PROX1
DBP,RARA
DBP,RFX2
DBP,RUNX1
DBP,SALL1
DBP,SALL2
DBP,SATB1
DBP,SOX1
DBP,SOX10
DBP,SOX2
DBP,SOX21
DBP,SOX4
DBP,SOX6
DBP,SOX9
DBP,SPIB
DBP,SREBF1
DBP,SRF
DBP,TBX21
DBP,TCF4
DBP,TCF7L2
DBP,TEF
DBP,ZFP41
DBP,ZIC1
DBP,ZIC4
DBP,ZNF135
DBP,ZNF26
DBP,ZNF287
DBP,ZNF320
DBP,ZNF334
DBP,ZNF366
DBP,ZNF383
DBP,ZNF516
DBP,ZNF521
DBP,ZNF524
DBP,ZNF526
DBP,ZNF573
DBP,ZNF580
DBP,ZNF581
DBP,ZNF606
DBP,ZNF613
DBP,ZNF624
DBP,ZNF629
DBP,ZNF648
DBP,ZNF649
DBP,ZNF669
DBP,ZNF670
DBP,ZNF672
DBP,ZNF689
DBP,ZNF692
DBP,ZNF696
DBP,ZNF709
DBP,ZNF785
DBP,ZSCAN1
DBP,ZSCAN16
DEAF1,ATF6
DEAF1,CREB3L2
DEAF1,EGR3
DEAF1,ESRRA
DEAF1,FIZ1
DEAF1,FOS
DEAF1,FOXH1
DEAF1,FOXK1
DEAF1,GLIS2
DEAF1,GSC2
DEAF1,IRX2
DEAF1,JUNB
DEAF1,KLF4
DEAF1,MEIS1
DEAF1,MLX
DEAF1,NFIB
DEAF1,NFIX
DEAF1,NKX2-2
DEAF1,NR2F2
DEAF1,OSR1
DEAF1,PAX3
DEAF1,PBX1
DEAF1,POU3F2
DEAF1,POU3F3
DEAF1,RARA
DEAF1,RFX2
DEAF1,RUNX1
DEAF1,SOX1
DEAF1,SOX4
DEAF1,SPIB
DEAF1,SRF
DEAF1,TCF7L2
DEAF1,TFAP4
DEAF1,TGIF1
DEAF1,VAX1
DEAF1,ZBTB38
DEAF1,ZFP41
DEAF1,ZIC1
DEAF1,ZIC4
DEAF1,ZKSCAN1
DEAF1,ZNF136
DEAF1,ZNF174
DEAF1,ZNF195
DEAF1,ZNF254
DEAF1,ZNF343
DEAF1,ZNF366
DEAF1,ZNF43
DEAF1,ZNF516
DEAF1,ZNF521
DEAF1,ZNF524
DEAF1,ZNF557
DEAF1,ZNF559
DEAF1,ZNF579
DEAF1,ZNF580
DEAF1,ZNF581
DEAF1,ZNF625
DEAF1,ZNF629
DEAF1,ZNF696
DEAF1,ZNF699
DEAF1,ZSCAN16
E2F1,BCL6
E2F1,EGR1
E2F1,EGR3
E2F1,ELF2
E2F1,FOS
E2F1,FOSL1
E2F1,FOXD4L2
E2F1,FOXH1
E2F1,FOXL2
E2F1,FOXO3
E2F1,GLI1
E2F1,GLIS2
E2F1,GLIS3
E2F1,HES7
E2F1,ID1
E2F1,IRX2
E2F1,IRX5
E2F1,JUNB
E2F1,JUND
E2F1,KLF12
E2F1,KLF16
E2F1,MEF2D
E2F1,MNT
E2F1,NFIA
E2F1,NFIB
E2F1,NFIX
E2F1,NFKB2
E2F1,NKX2-2
E2F1,NR2F1
E2F1,NR2F2
E2F1,OLIG1
E2F1,OLIG2
E2F1,PAX3
E2F1,PKNOX2
E2F1,POU3F2
E2F1,POU3F3
E2F1,SALL2
E2F1,SOX1
E2F1,SOX11
E2F1,SOX2
E2F1,SOX4
E2F1,SOX9
E2F1,SRF
E2F1,TCF4
E2F1,TCF7L2
E2F1,TFAP4
E2F1,VSX1
E2F1,YY1
E2F1,ZBTB7A
E2F1,ZFPM1
E2F1,ZIC1
E2F1,ZIC4
E2F1,ZNF195
E2F1,ZNF213
E2F1,ZNF236
E2F1,ZNF251
E2F1,ZNF311
E2F1,ZNF343
E2F1,ZNF516
E2F1,ZNF521
E2F1,ZNF526
E2F1,ZNF557
E2F1,ZNF565
E2F1,ZNF624
E2F1,ZNF672
E2F1,ZNF692
E2F1,ZNF713
E2F1,ZNF771
E2F2,ATF6
E2F2,BCL6
E2F2,CREB3L2
E2F2,E2F2
E2F2,EGR1
E2F2,EGR3
E2F2,ELF2
E2F2,ERF
E2F2,FOS
E2F2,FOXD4L2
E2F2,HEY1
E2F2,ID1
E2F2,IRX2
E2F2,IRX5
E2F2,KLF13
E2F2,KLF4
E2F2,MEIS1
E2F2,MEOX2
E2F2,MYC
E2F2,NEUROD2
E2F2,NFIB
E2F2,NFIC
E2F2,NFIX
E2F2,NKX2-2
E2F2,NR2F1
E2F2,NR2F2
E2F2,NR2F6
E2F2,NR4A2
E2F2,PAX3
E2F2,PBX1
E2F2,POU3F2
E2F2,POU3F3
E2F2,RELA
E2F2,SALL1
E2F2,SHOX
E2F2,SOX1
E2F2,SOX10
E2F2,SOX21
E2F2,SP1
E2F2,SRF
E2F2,TCF4
E2F2,TCF7L2
E2F2,VSX1
E2F2,ZFP3
E2F2,ZFP41
E2F2,ZIC1
E2F2,ZIC4
E2F2,ZNF232
E2F2,ZNF236
E2F2,ZNF366
E2F2,ZNF383
E2F2,ZNF516
E2F2,ZNF521
E2F2,ZNF526
E2F2,ZNF557
E2F2,ZNF573
E2F2,ZNF585A
E2F2,ZNF629
E2F2,ZNF648
E2F2,ZNF672
E2F2,ZNF692
E2F2,ZNF696
E2F3,ATF6
E2F3,BACH2
E2F3,BARHL2
E2F3,BCL6
E2F3,BHLHE40
E2F3,BHLHE41
E2F3,CAMTA1
E2F3,CREB3L2
E2F3,CREB5
E2F3,E2F2
E2F3,E2F3
E2F3,EGR1
E2F3,EGR3
E2F3,EGR4
E2F3,ELF2
E2F3,ERF
E2F3,ESRRA
E2F3,ETS1
E2F3,ETV6
E2F3,ETV7
E2F3,FIZ1
E2F3,FOS
E2F3,FOSL1
E2F3,FOSL2
E2F3,FOXD4L2
E2F3,FOXH1
E2F3,FOXK1
E2F3,FOXL2
E2F3,FOXN4
E2F3,FOXO3
E2F3,FOXR1
E2F3,GBX2
E2F3,GLI1
E2F3,GLIS2
E2F3,GLIS3
E2F3,GSC2
E2F3,HES7
E2F3,HEY1
E2F3,ID1
E2F3,IRX2
E2F3,IRX5
E2F3,JUNB
E2F3,JUND
E2F3,KLF12
E2F3,KLF13
E2F3,KLF16
E2F3,KLF4
E2F3,MEF2D
E2F3,MEIS1
E2F3,MLX
E2F3,MNT
E2F3,MYC
E2F3,NEUROD2
E2F3,NFIA
E2F3,NFIB
