node,edge
FOXO3,ZNF696
FOXO3,ZNF709
FOXO3,ZNF771
FOXO3,ZNF785
FOXO3,ZNF8
FOXO3,ZNF84
FOXO3,ZNF90
FOXO3,ZNF91
FOXO3,ZNF99
FOXO3,ZSCAN1
FOXO3,ZSCAN16
FOXP1,AEBP2
FOXP1,AHR
FOXP1,ATF6
FOXP1,BACH2
FOXP1,BBX
FOXP1,BCL6
FOXP1,BHLHE40
FOXP1,BHLHE41
FOXP1,CAMTA1
FOXP1,CEBPB
FOXP1,CREB3L2
FOXP1,CREB5
FOXP1,DBP
FOXP1,E2F1
FOXP1,E2F2
FOXP1,E2F3
FOXP1,E2F6
FOXP1,EGR3
FOXP1,EHF
FOXP1,ELF2
FOXP1,ERF
FOXP1,ESRRA
FOXP1,ESRRG
FOXP1,ETS1
FOXP1,ETV1
FOXP1,ETV5
FOXP1,ETV6
FOXP1,ETV7
FOXP1,FIZ1
FOXP1,FOS
FOXP1,FOXB1
FOXP1,FOXH1
FOXP1,FOXJ2
FOXP1,FOXK1
FOXP1,FOXN2
FOXP1,FOXO3
FOXP1,GBX2
FOXP1,GLIS2
FOXP1,GLIS3
FOXP1,GZF1
FOXP1,HES7
FOXP1,HEY1
FOXP1,HEY2
FOXP1,HKR1
FOXP1,HNF4G
FOXP1,ID1
FOXP1,IRF2
FOXP1,IRX2
FOXP1,IRX5
FOXP1,ISX
FOXP1,JUNB
FOXP1,JUND
FOXP1,KLF12
FOXP1,KLF13
FOXP1,KLF15
FOXP1,KLF16
FOXP1,KLF3
FOXP1,KLF4
FOXP1,KLF5
FOXP1,MAF
FOXP1,MAFF
FOXP1,MEF2D
FOXP1,MEIS1
FOXP1,MEOX2
FOXP1,MLX
FOXP1,MNT
FOXP1,MXI1
FOXP1,MYC
FOXP1,MYCN
FOXP1,NFATC1
FOXP1,NFIA
FOXP1,NFIB
FOXP1,NFIC
FOXP1,NFIX
FOXP1,NKX2-2
FOXP1,NR1D1
FOXP1,NR2F1
FOXP1,NR2F2
FOXP1,NR4A2
FOXP1,OLIG1
FOXP1,OLIG2
FOXP1,OSR1
FOXP1,PAX3
FOXP1,PAX6
FOXP1,PBX1
FOXP1,POU2F2
FOXP1,POU3F2
FOXP1,POU3F3
FOXP1,PROX1
FOXP1,RARA
FOXP1,RFX1
FOXP1,RFX2
FOXP1,RORA
FOXP1,RUNX1
FOXP1,SALL1
FOXP1,SALL2
FOXP1,SATB1
FOXP1,SOX1
FOXP1,SOX10
FOXP1,SOX11
FOXP1,SOX12
FOXP1,SOX13
FOXP1,SOX2
FOXP1,SOX21
FOXP1,SOX4
FOXP1,SOX6
FOXP1,SOX9
FOXP1,SP1
FOXP1,SPIB
FOXP1,SREBF1
FOXP1,SRF
FOXP1,TBX21
FOXP1,TCF12
FOXP1,TCF4
FOXP1,TCF7L2
FOXP1,TEAD1
FOXP1,TEF
FOXP1,TFAP4
FOXP1,VSX1
FOXP1,ZBED1
FOXP1,ZBTB20
FOXP1,ZBTB38
FOXP1,ZFP14
FOXP1,ZFP3
FOXP1,ZIC1
FOXP1,ZIC4
FOXP1,ZIK1
FOXP1,ZKSCAN1
FOXP1,ZNF132
FOXP1,ZNF134
FOXP1,ZNF135
FOXP1,ZNF174
FOXP1,ZNF184
FOXP1,ZNF19
FOXP1,ZNF2
FOXP1,ZNF211
FOXP1,ZNF213
FOXP1,ZNF23
FOXP1,ZNF232
FOXP1,ZNF254
FOXP1,ZNF266
FOXP1,ZNF273
FOXP1,ZNF276
FOXP1,ZNF287
FOXP1,ZNF324
FOXP1,ZNF334
FOXP1,ZNF343
FOXP1,ZNF366
FOXP1,ZNF383
FOXP1,ZNF397
FOXP1,ZNF43
FOXP1,ZNF445
FOXP1,ZNF497
FOXP1,ZNF514
FOXP1,ZNF516
FOXP1,ZNF521
FOXP1,ZNF524
FOXP1,ZNF526
FOXP1,ZNF530
FOXP1,ZNF541
FOXP1,ZNF549
FOXP1,ZNF551
FOXP1,ZNF557
FOXP1,ZNF558
FOXP1,ZNF57
FOXP1,ZNF579
FOXP1,ZNF580
FOXP1,ZNF581
FOXP1,ZNF584
FOXP1,ZNF606
FOXP1,ZNF613
FOXP1,ZNF619
FOXP1,ZNF624
FOXP1,ZNF629
FOXP1,ZNF648
FOXP1,ZNF649
FOXP1,ZNF672
FOXP1,ZNF682
FOXP1,ZNF689
FOXP1,ZNF692
FOXP1,ZNF709
FOXP1,ZNF713
FOXP1,ZNF771
FOXP1,ZNF785
FOXP1,ZNF8
FOXP1,ZNF84
FOXP1,ZNF90
FOXP1,ZSCAN1
FOXP1,ZSCAN16
FOXP1,ZSCAN4
FOXR1,AHR
FOXR1,BACH2
FOXR1,BCL6
FOXR1,BHLHE41
FOXR1,CAMTA1
FOXR1,CREB3L2
FOXR1,CREB5
FOXR1,E2F2
FOXR1,E2F6
FOXR1,EGR3
FOXR1,EHF
FOXR1,ELF2
FOXR1,ETV1
FOXR1,ETV6
FOXR1,FOS
FOXR1,FOSL2
FOXR1,FOXB1
FOXR1,FOXK1
FOXR1,FOXO3
FOXR1,GLIS3
FOXR1,HES7
FOXR1,HEY2
FOXR1,HNF4G
FOXR1,IRF2
FOXR1,IRX5
FOXR1,JUNB
FOXR1,KLF13
FOXR1,KLF4
FOXR1,KLF5
FOXR1,MEIS1
FOXR1,MEOX2
FOXR1,MGA
FOXR1,MYC
FOXR1,NFATC1
FOXR1,NFIA
FOXR1,NFIB
FOXR1,NFIC
FOXR1,NFIX
FOXR1,NKX2-2
FOXR1,NR2F1
FOXR1,NR2F2
FOXR1,OLIG1
FOXR1,OLIG2
FOXR1,PAX3
FOXR1,PBX1
FOXR1,PKNOX2
FOXR1,POU3F2
FOXR1,POU3F3
FOXR1,RARA
FOXR1,RELA
FOXR1,RFX2
FOXR1,RUNX1
FOXR1,RUNX3
FOXR1,SALL1
FOXR1,SALL2
FOXR1,SATB1
FOXR1,SOX1
FOXR1,SOX10
FOXR1,SOX12
FOXR1,SOX2
FOXR1,SOX21
FOXR1,SOX4
FOXR1,SOX6
FOXR1,SREBF1
FOXR1,SRF
FOXR1,TCF4
FOXR1,TCF7L2
FOXR1,THRB
FOXR1,VSX1
FOXR1,ZFP41
FOXR1,ZIC1
FOXR1,ZIC4
FOXR1,ZNF132
FOXR1,ZNF213
FOXR1,ZNF26
FOXR1,ZNF266
FOXR1,ZNF287
FOXR1,ZNF334
FOXR1,ZNF366
FOXR1,ZNF383
FOXR1,ZNF397
FOXR1,ZNF445
FOXR1,ZNF497
FOXR1,ZNF516
FOXR1,ZNF521
FOXR1,ZNF568
FOXR1,ZNF584
FOXR1,ZNF585A
FOXR1,ZNF605
FOXR1,ZNF619
FOXR1,ZNF669
FOXR1,ZNF670
FOXR1,ZNF672
FOXR1,ZNF689
FOXR1,ZNF692
FOXR1,ZNF696
FOXR1,ZNF771
FOXR1,ZNF8
FOXR1,ZNF91
FOXR1,ZNF99
GATA1,CAMTA1
GATA1,DBP
GATA1,EGR3
GATA1,FOS
GATA1,GLIS3
GATA1,KLF12
GATA1,KLF13
GATA1,KLF4
GATA1,KLF5
GATA1,KLF7
GATA1,MEIS1
GATA1,MYC
GATA1,NFATC1
GATA1,NFIB
GATA1,NFIX
GATA1,OLIG1
GATA1,PBX1
GATA1,POU3F2
GATA1,POU3F3
GATA1,RARA
GATA1,RFX2
GATA1,RUNX1
GATA1,RUNX3
GATA1,SALL1
GATA1,SOX1
GATA1,SOX10
GATA1,SOX2
GATA1,SOX21
GATA1,SRF
GATA1,TCF4
GATA1,TCF7L2
GATA1,ZIC1
GATA1,ZIC4
GATA1,ZNF184
GATA1,ZNF276
GATA1,ZNF366
GATA1,ZNF516
GATA1,ZNF57
GATA1,ZSCAN2
GBX2,AEBP2
GBX2,BHLHE40
GBX2,BHLHE41
GBX2,CREB3L2
GBX2,CREB5
GBX2,E2F2
GBX2,ETV6
GBX2,ETV7
GBX2,FOS
GBX2,FOXJ2
GBX2,GLIS2
GBX2,GLIS3
GBX2,HEY1
GBX2,HEY2
GBX2,IRX5
GBX2,ISX
GBX2,KLF13
GBX2,KLF4
GBX2,MEF2D
GBX2,MEIS1
GBX2,MLX
GBX2,MXI1
GBX2,MYC
GBX2,NFATC1
GBX2,NFIA
GBX2,NFIB
GBX2,NFIX
GBX2,NKX2-2
GBX2,NR2F2
GBX2,NR4A2
GBX2,OSR1
GBX2,PAX3
GBX2,PBX1
GBX2,POU3F2
GBX2,POU3F3
GBX2,RFX2
GBX2,SALL1
GBX2,SALL2
GBX2,SATB1
GBX2,SOX1
GBX2,SOX2
GBX2,SOX21
GBX2,SOX6
GBX2,SOX9
GBX2,SPIB
GBX2,SREBF1
GBX2,SRF
GBX2,TCF12
GBX2,TCF4
GBX2,TFAP4
GBX2,ZBTB20
GBX2,ZIC1
GBX2,ZIC4
GBX2,ZNF184
GBX2,ZNF334
GBX2,ZNF366
GBX2,ZNF516
GBX2,ZNF672
GBX2,ZNF692
GBX2,ZSCAN16
GFI1,BACH2
GFI1,BCL6
GFI1,BHLHE40
GFI1,CREB3L1
GFI1,CREB3L2
GFI1,CREB5
GFI1,E2F2
GFI1,E2F6
GFI1,EGR3
GFI1,EHF
GFI1,ELF2
GFI1,ESRRA
GFI1,ESRRG
GFI1,ETV1
GFI1,ETV6
GFI1,ETV7
GFI1,FIZ1
GFI1,FOS
GFI1,FOXJ2
GFI1,FOXK1
GFI1,FOXN2
GFI1,GFI1
GFI1,GLIS2
GFI1,GLIS3
GFI1,GSC2
GFI1,GZF1
GFI1,HEY1
GFI1,HEY2
GFI1,ID1
GFI1,JUNB
GFI1,KLF13
GFI1,KLF16
GFI1,KLF3
GFI1,KLF4
GFI1,KLF5
GFI1,MEF2D
GFI1,MEIS1
GFI1,MEOX2
GFI1,MYC
GFI1,NFATC1
GFI1,NFIA
GFI1,NFIB
GFI1,NFIX
GFI1,NKX2-2
GFI1,NR2F1
GFI1,NR2F2
GFI1,OLIG1
GFI1,OLIG2
GFI1,PAX3
GFI1,PBX1
GFI1,PKNOX2
GFI1,POU3F2
GFI1,POU3F3
GFI1,PROX1
GFI1,PRRX1
GFI1,RARA
GFI1,RFX2
GFI1,RFX4
GFI1,RUNX1
GFI1,SALL1
GFI1,SOX1
GFI1,SOX10
GFI1,SOX12
GFI1,SOX2
GFI1,SOX21
GFI1,SOX4
GFI1,SOX6
GFI1,SPIB
GFI1,SREBF1
GFI1,SRF
GFI1,STAT1
GFI1,TCF4
GFI1,TCF7L2
GFI1,TFAP4
GFI1,VSX1
GFI1,YY1
GFI1,ZEB1
GFI1,ZFP64
GFI1,ZIC1
GFI1,ZIC4
GFI1,ZNF135
GFI1,ZNF184
GFI1,ZNF276
GFI1,ZNF311
GFI1,ZNF324
GFI1,ZNF334
GFI1,ZNF366
GFI1,ZNF383
GFI1,ZNF397
GFI1,ZNF43
GFI1,ZNF445
GFI1,ZNF497
GFI1,ZNF516
GFI1,ZNF524
GFI1,ZNF541
GFI1,ZNF559
GFI1,ZNF57
GFI1,ZNF573
GFI1,ZNF579
GFI1,ZNF580
GFI1,ZNF581
GFI1,ZNF585A
GFI1,ZNF606
GFI1,ZNF629
GFI1,ZNF672
GFI1,ZNF689
GFI1,ZNF692
GFI1,ZNF699
GFI1,ZNF785
GFI1,ZNF91
GFI1,ZSCAN1
GLI1,BCL6
GLI1,BHLHE40
GLI1,CAMTA1
GLI1,E2F2
GLI1,EGR4
GLI1,ESRRA
GLI1,FOS
GLI1,GSC2
GLI1,HEY1
GLI1,HIC2
GLI1,HSF1
GLI1,IRX5
GLI1,KLF12
GLI1,KLF13
GLI1,KLF4
GLI1,KLF5
GLI1,MAFF
GLI1,MLX
GLI1,MYC
GLI1,NFIB
GLI1,NFIX
GLI1,NFKB2
GLI1,NKX2-2
GLI1,NR1D1
GLI1,OLIG1
GLI1,OLIG2
GLI1,PAX3
GLI1,POU3F2
GLI1,POU3F3
GLI1,RARA
GLI1,RFX2
GLI1,RUNX1
GLI1,RUNX3
GLI1,SALL1
GLI1,SOX1
GLI1,SOX10
GLI1,SOX2
GLI1,SOX21
GLI1,SREBF1
GLI1,SRF
GLI1,TCF4
GLI1,TCF7L2
GLI1,TEF
GLI1,YY1
GLI1,ZBTB38
GLI1,ZNF366
GLI1,ZNF516
GLI1,ZNF526
GLI1,ZNF672
GLI1,ZNF692
GLI1,ZNF771
GLIS2,AEBP2
GLIS2,AHR
GLIS2,ASCL2
GLIS2,BACH2
GLIS2,BCL6
GLIS2,BHLHE40
GLIS2,CAMTA1
GLIS2,CREB3L2
GLIS2,CREB5
GLIS2,E2F2
GLIS2,E2F3
GLIS2,E2F6
GLIS2,EGR3
GLIS2,ELF2
GLIS2,ERF
GLIS2,ESRRA
GLIS2,ETS1
GLIS2,ETV1
GLIS2,ETV5
GLIS2,ETV6
GLIS2,FIZ1
GLIS2,FOS
GLIS2,FOXD4L5
GLIS2,FOXH1
GLIS2,FOXJ1
GLIS2,FOXJ2
GLIS2,FOXK1
GLIS2,FOXO3
GLIS2,GATA1
GLIS2,GFI1
GLIS2,GLI1
GLIS2,GLIS2
GLIS2,GLIS3
GLIS2,HES7
GLIS2,HEY1
GLIS2,HEY2
GLIS2,HKR1
GLIS2,ID1
GLIS2,JUNB
GLIS2,JUND
GLIS2,KLF13
GLIS2,KLF15
GLIS2,KLF16
GLIS2,KLF3
GLIS2,KLF4
GLIS2,KLF5
GLIS2,MAF
GLIS2,MEF2D
GLIS2,MEIS1
GLIS2,MEOX2
GLIS2,MLX
GLIS2,MXI1
GLIS2,MYC
GLIS2,NEUROD2
GLIS2,NFATC1
GLIS2,NFIA
GLIS2,NFIB
GLIS2,NFIC
GLIS2,NFIX
GLIS2,NFKB2
GLIS2,NKX2-2
GLIS2,NR2F1
GLIS2,NR2F2
GLIS2,NR4A2
GLIS2,OLIG1
GLIS2,OLIG2
GLIS2,OSR1
GLIS2,PAX3
GLIS2,PAX6
GLIS2,PBX1
GLIS2,POU2F2
GLIS2,POU3F2
GLIS2,POU3F3
GLIS2,RARA
GLIS2,RFX2
GLIS2,RORA
GLIS2,RUNX1
GLIS2,RUNX3
GLIS2,SALL1
GLIS2,SATB1
GLIS2,SOX1
GLIS2,SOX10
GLIS2,SOX2
GLIS2,SOX21
GLIS2,SOX4
GLIS2,SOX6
GLIS2,SOX9
GLIS2,SP1
GLIS2,SPIB
GLIS2,SREBF1
GLIS2,SRF
GLIS2,TCF4
GLIS2,TCF7L2
GLIS2,TFAP4
GLIS2,THRB
GLIS2,VSX1
GLIS2,YY1
GLIS2,ZBTB20
GLIS2,ZBTB38
GLIS2,ZBTB7A
GLIS2,ZFP14
GLIS2,ZFP3
GLIS2,ZIC1
GLIS2,ZIC4
GLIS2,ZIK1
GLIS2,ZKSCAN1
GLIS2,ZNF132
GLIS2,ZNF135
GLIS2,ZNF184
GLIS2,ZNF195
GLIS2,ZNF213
GLIS2,ZNF22
GLIS2,ZNF232
GLIS2,ZNF236
GLIS2,ZNF251
GLIS2,ZNF287
GLIS2,ZNF334
GLIS2,ZNF343
GLIS2,ZNF366
GLIS2,ZNF397
GLIS2,ZNF497
GLIS2,ZNF516
GLIS2,ZNF524
GLIS2,ZNF526
GLIS2,ZNF530
GLIS2,ZNF541
GLIS2,ZNF549
GLIS2,ZNF558
GLIS2,ZNF57
GLIS2,ZNF574
GLIS2,ZNF579
GLIS2,ZNF580
GLIS2,ZNF581
GLIS2,ZNF584
GLIS2,ZNF606
GLIS2,ZNF662
GLIS2,ZNF665
GLIS2,ZNF669
GLIS2,ZNF670
GLIS2,ZNF672
GLIS2,ZNF689
GLIS2,ZNF692
GLIS2,ZNF713
GLIS2,ZNF785
GLIS2,ZNF84
GLIS2,ZSCAN1
GLIS2,ZSCAN16
GLIS3,EGR3
GLIS3,ELF2
GLIS3,FOXH1
GLIS3,GLIS2
GLIS3,KLF13
GLIS3,KLF16
GLIS3,NFIX
GLIS3,NKX2-2
GLIS3,PKNOX2
GLIS3,POU3F2
GLIS3,SALL1
GLIS3,SOX1
GLIS3,TFAP4
GLIS3,YY1
GLIS3,ZNF574
GLIS3,ZNF662
GSC2,BCL6
GSC2,CREB3L2
GSC2,CREB5
GSC2,EHF
GSC2,ETV5
GSC2,ETV6
GSC2,FOS
GSC2,HES7
GSC2,ID1
GSC2,KLF12
GSC2,KLF4
GSC2,MEIS1
GSC2,MYC
GSC2,NFIB
GSC2,NFIX
GSC2,NR2F2
GSC2,PBX1
GSC2,POU3F2
GSC2,POU3F3
GSC2,RFX4
GSC2,SALL1
GSC2,SOX1
GSC2,SOX4
GSC2,SOX6
GSC2,SRF
GSC2,TCF4
GSC2,ZNF334
GSC2,ZNF366
GSC2,ZNF516
GSC2,ZNF682
GSC2,ZNF90
GZF1,CREB5
GZF1,NFIX
GZF1,SRF
GZF1,TCF4
GZF1,ZIC1
GZF1,ZIC4
HES7,ASCL2
HES7,ATF6
HES7,BARHL2
HES7,BHLHE40
HES7,CAMTA1
HES7,CREB5
HES7,E2F2
HES7,EGR1
HES7,EGR3
HES7,EGR4
HES7,ELF2
HES7,ERF
HES7,ETS1
HES7,ETV6
HES7,FIZ1
HES7,FOSL1
HES7,FOXB1
HES7,FOXD4L2
HES7,FOXD4L5
HES7,FOXK1
HES7,GLIS2
HES7,ID1
HES7,IRX2
HES7,JUND
HES7,KLF12
HES7,KLF13
HES7,KLF16
HES7,MAFF
HES7,MEF2D
HES7,MNT
HES7,NEUROD2
HES7,NFIA
HES7,NFIC
HES7,NFIX
HES7,NKX2-2
HES7,NR2F1
HES7,NR2F2
HES7,OLIG1
HES7,OLIG2
HES7,PAX3
HES7,POU3F2
HES7,POU3F3
HES7,PROX1
HES7,RARA
HES7,RELA
HES7,RUNX1
HES7,SATB1
HES7,SOX1
HES7,SOX10
HES7,SOX2
HES7,SOX9
HES7,SP1
HES7,SPIB
HES7,SREBF2
HES7,SRF
HES7,TCF4
HES7,TEF
HES7,TFAP4
HES7,YY1
HES7,ZBTB7A
HES7,ZFP41
HES7,ZIC1
HES7,ZIC4
HES7,ZNF213
HES7,ZNF311
HES7,ZNF334
HES7,ZNF366
HES7,ZNF397
HES7,ZNF516
HES7,ZNF521
HES7,ZNF524
HES7,ZNF526
HES7,ZNF541
HES7,ZNF574
HES7,ZNF579
HES7,ZNF580
HES7,ZNF581
HES7,ZNF624
HES7,ZNF629
HES7,ZNF689
HES7,ZNF696
HES7,ZNF713
HES7,ZNF771
HEY1,ATF6
HEY1,E2F6
HEY1,ELF2
HEY1,ERF
HEY1,IRX2
HEY1,KLF16
HEY1,NFIX
HEY1,OLIG1
HEY1,OLIG2
HEY1,POU3F2
HEY1,RARA
HEY1,SRF
HEY1,YY1
HEY1,ZNF526
HEY2,ELF2
HEY2,KLF16
HEY2,MEF2D
HEY2,MGA
HEY2,NFIX
HEY2,OLIG1
HEY2,OLIG2
HEY2,POU3F2
HEY2,RARA
HEY2,SRF
HEY2,YY1
HIC2,BACH2
HIC2,BARHL2
HIC2,BCL6
HIC2,BHLHE40
HIC2,BHLHE41
HIC2,CAMTA1
HIC2,CREB3L2
HIC2,CREB5
HIC2,E2F2
HIC2,E2F3
HIC2,E2F6
HIC2,EGR3
HIC2,ETS1
HIC2,ETV6
HIC2,FIZ1
HIC2,FOS
HIC2,FOXB1
HIC2,FOXJ2
HIC2,FOXK1
HIC2,FOXO3
HIC2,GLI1
HIC2,GZF1
HIC2,HES7
HIC2,HEY1
HIC2,IRF2
HIC2,IRX5
HIC2,JUND
HIC2,KLF12
HIC2,KLF13
HIC2,KLF16
HIC2,KLF5
HIC2,MYC
HIC2,NFATC1
HIC2,NFIB
HIC2,NFIX
HIC2,NFKB2
HIC2,NR2F1
HIC2,NR2F2
HIC2,NR2F6
HIC2,OLIG1
HIC2,OLIG2
HIC2,OSR1
HIC2,PAX3
HIC2,PBX1
HIC2,POU3F2
HIC2,POU3F3
HIC2,RARA
HIC2,RELA
HIC2,RFX2
HIC2,RUNX1
HIC2,SALL1
HIC2,SALL2
HIC2,SOX1
HIC2,SOX10
HIC2,SOX2
HIC2,SOX6
HIC2,SOX9
HIC2,SP1
HIC2,SPIB
HIC2,SREBF1
HIC2,SRF
HIC2,TBX21
HIC2,TCF4
HIC2,TEAD1
HIC2,VSX1
HIC2,ZBTB20
HIC2,ZIC1
HIC2,ZIC4
HIC2,ZNF174
HIC2,ZNF213
HIC2,ZNF254
HIC2,ZNF334
HIC2,ZNF366
HIC2,ZNF383
HIC2,ZNF516
HIC2,ZNF521
HIC2,ZNF524
HIC2,ZNF579
HIC2,ZNF580
HIC2,ZNF581
HIC2,ZNF585A
HIC2,ZNF613
HIC2,ZNF649
HIC2,ZNF672
HIC2,ZNF689
HIC2,ZNF692
HIC2,ZNF785
HIC2,ZNF91
HKR1,ATF3
HKR1,BACH2
HKR1,BCL6
HKR1,CAMTA1
HKR1,CREB3L2
HKR1,CREB5
HKR1,E2F1
HKR1,E2F2
HKR1,E2F6
HKR1,EGR3
HKR1,EHF
HKR1,ELF2
HKR1,ESRRA
HKR1,ESRRG
HKR1,ETS1
HKR1,ETV1
HKR1,ETV5
HKR1,ETV6
HKR1,ETV7
HKR1,FIZ1
HKR1,FOS
HKR1,FOSL1
HKR1,FOSL2
HKR1,FOXB1
HKR1,FOXD4L2
HKR1,FOXD4L5
HKR1,FOXH1
HKR1,FOXJ2
HKR1,FOXK1
HKR1,FOXO3
HKR1,GLI1
HKR1,GLIS3
HKR1,HES7
HKR1,HEY1
HKR1,HEY2
HKR1,HKR1
HKR1,HNF4G
HKR1,ID1
HKR1,IRF2
HKR1,IRX2
HKR1,IRX4
HKR1,IRX5
HKR1,JUNB
HKR1,JUND
HKR1,KLF12
HKR1,KLF13
HKR1,KLF15
HKR1,KLF16
HKR1,KLF4
HKR1,KLF5
HKR1,MAFK
HKR1,MEF2D
HKR1,MEIS1
HKR1,MLX
HKR1,MNT
HKR1,MYBL2
HKR1,MYC
HKR1,NFATC1
HKR1,NFIA
HKR1,NFIB
HKR1,NFIC
HKR1,NFIX
HKR1,NKX2-2
HKR1,NR2F1
HKR1,NR2F2
HKR1,NR4A2
HKR1,OLIG1
HKR1,OLIG2
HKR1,OSR1
HKR1,PAX3
HKR1,PAX6
HKR1,PBX1
HKR1,PKNOX2
HKR1,POU2F2
HKR1,POU3F2
HKR1,POU3F3
HKR1,PROX1
HKR1,RARA
HKR1,RELA
HKR1,RFX2
HKR1,RUNX1
HKR1,SALL1
HKR1,SATB1
HKR1,SOX1
HKR1,SOX10
HKR1,SOX11
HKR1,SOX2
HKR1,SOX21
HKR1,SOX4
HKR1,SOX6
HKR1,SOX9
HKR1,SREBF1
HKR1,SRF
HKR1,TBX21
HKR1,TCF12
HKR1,TCF4
HKR1,TCF7L2
HKR1,TEF
HKR1,TGIF1
HKR1,VSX1
HKR1,YY1
HKR1,ZBTB20
HKR1,ZBTB38
HKR1,ZBTB7A
HKR1,ZFP14
HKR1,ZFP3
HKR1,ZFP41
HKR1,ZIC1
HKR1,ZIC4
HKR1,ZNF132
HKR1,ZNF184
HKR1,ZNF232
HKR1,ZNF26
HKR1,ZNF266
HKR1,ZNF287
HKR1,ZNF320
HKR1,ZNF334
HKR1,ZNF366
HKR1,ZNF397
HKR1,ZNF445
HKR1,ZNF468
HKR1,ZNF497
HKR1,ZNF516
HKR1,ZNF521
HKR1,ZNF524
HKR1,ZNF526
HKR1,ZNF541
HKR1,ZNF558
HKR1,ZNF574
HKR1,ZNF579
HKR1,ZNF580
HKR1,ZNF581
HKR1,ZNF584
HKR1,ZNF629
HKR1,ZNF648
HKR1,ZNF672
HKR1,ZNF689
HKR1,ZNF692
HKR1,ZNF696
HKR1,ZNF709
HKR1,ZNF713
HKR1,ZNF771
HKR1,ZNF8
HKR1,ZNF823
HKR1,ZNF91
HMBOX1,AEBP2
HMBOX1,BACH2
HMBOX1,CREB3L2
HMBOX1,CREB5
HMBOX1,E2F6
HMBOX1,ETV1
HMBOX1,ETV6
HMBOX1,FOS
HMBOX1,FOXK1
HMBOX1,FOXO3
HMBOX1,GZF1
HMBOX1,HEY1
HMBOX1,HEY2
HMBOX1,KLF13
HMBOX1,MEIS1
HMBOX1,MEOX2
HMBOX1,MLX
HMBOX1,MYC
HMBOX1,NFATC1
HMBOX1,NFIA
HMBOX1,NFIB
HMBOX1,NFIC
HMBOX1,NFIX
HMBOX1,NKX2-2
HMBOX1,NR2F1
HMBOX1,OLIG1
HMBOX1,OLIG2
HMBOX1,PAX3
HMBOX1,PBX1
HMBOX1,PKNOX2
HMBOX1,POU3F2
HMBOX1,POU3F3
HMBOX1,RFX2
HMBOX1,RUNX1
HMBOX1,SALL1
HMBOX1,SALL2
HMBOX1,SOX1
HMBOX1,SOX12
HMBOX1,SOX2
HMBOX1,SOX6
HMBOX1,SPIB
HMBOX1,SRF
HMBOX1,TCF4
HMBOX1,ZIC1
HMBOX1,ZIC4
HMBOX1,ZNF184
HMBOX1,ZNF334
HMBOX1,ZNF366
HMBOX1,ZNF516
HMBOX1,ZNF771
HMBOX1,ZSCAN16
HNF4G,CAMTA1
HNF4G,CREB3L2
HNF4G,E2F2
HNF4G,EGR3
HNF4G,EHF
HNF4G,ERF
HNF4G,FOS
HNF4G,FOXH1
HNF4G,FOXK1
HNF4G,GATA1
HNF4G,HEY1
HNF4G,ID1
HNF4G,KLF13
HNF4G,MEF2D
HNF4G,MEIS1
HNF4G,MLX
HNF4G,NFATC1
HNF4G,NFIA
HNF4G,NFIB
HNF4G,NFIX
HNF4G,NKX2-2
HNF4G,NR2F1
HNF4G,NR2F2
HNF4G,OLIG1
HNF4G,OLIG2
HNF4G,PAX3
HNF4G,PBX1
HNF4G,POU3F2
HNF4G,POU3F3
HNF4G,RARA
HNF4G,RFX2
HNF4G,SALL1
HNF4G,SOX1
HNF4G,SOX10
HNF4G,SOX4
HNF4G,SOX6
HNF4G,SRF
HNF4G,TCF12
HNF4G,TCF4
HNF4G,TEF
HNF4G,VSX1
HNF4G,YY1
HNF4G,ZFP41
HNF4G,ZIC1
HNF4G,ZIC4
HNF4G,ZKSCAN1
HNF4G,ZNF132
HNF4G,ZNF157
HNF4G,ZNF320
HNF4G,ZNF334
HNF4G,ZNF366
HNF4G,ZNF468
HNF4G,ZNF497
HNF4G,ZNF526
HNF4G,ZNF541
HNF4G,ZNF568
HNF4G,ZNF584
HNF4G,ZNF648
HNF4G,ZNF672
HNF4G,ZNF692
HNF4G,ZNF696
HNF4G,ZNF771
HNF4G,ZNF91
HSF1,AEBP2
HSF1,AHR
HSF1,ASCL2
HSF1,ATF3
HSF1,BACH2
HSF1,BCL6
HSF1,CAMTA1
HSF1,CEBPB
HSF1,CREB3L1
HSF1,CREB3L2
HSF1,CREB5
HSF1,E2F2
HSF1,E2F3
HSF1,E2F6
HSF1,EGR3
HSF1,EHF
HSF1,ELF2
HSF1,ELF4
HSF1,ESRRA
HSF1,ESRRG
HSF1,ETS1
HSF1,ETV1
HSF1,ETV6
HSF1,FIZ1
HSF1,FOS
HSF1,FOSL2
HSF1,FOXB1
HSF1,FOXL2
HSF1,FOXN2
HSF1,GLIS2
HSF1,GLIS3
HSF1,HES7
HSF1,HEY2
HSF1,IRF2
HSF1,IRX2
HSF1,JUN
HSF1,JUNB
HSF1,JUND
HSF1,KLF12
HSF1,KLF13
HSF1,KLF16
HSF1,KLF4
HSF1,KLF5
HSF1,MAFF
HSF1,MEIS1
HSF1,MEOX2
HSF1,MGA
HSF1,MLX
HSF1,MXI1
HSF1,MYC
HSF1,MYCN
HSF1,NFATC1
HSF1,NFIA
HSF1,NFIB
HSF1,NFIC
HSF1,NFIX
HSF1,NHLH1
HSF1,NKX2-2
HSF1,NR2F2
HSF1,NR4A2
HSF1,OLIG1
HSF1,OLIG2
