node,edge
ELK4,DBP
ELK4,DEAF1
ELK4,ESRRA
ELK4,FIZ1
ELK4,FOS
ELK4,FOSL1
ELK4,FOXC1
ELK4,FOXH1
ELK4,FOXJ1
ELK4,FOXP1
ELK4,GLI2
ELK4,GLIS3
ELK4,GZF1
ELK4,HEY1
ELK4,HKR1
ELK4,HOXA2
ELK4,HOXA3
ELK4,HOXA4
ELK4,HOXA5
ELK4,HOXB2
ELK4,HOXB3
ELK4,HOXB4
ELK4,IRF2
ELK4,IRF3
ELK4,IRF8
ELK4,IRX3
ELK4,JDP2
ELK4,JUNB
ELK4,KLF12
ELK4,KLF13
ELK4,KLF15
ELK4,KLF4
ELK4,MAFF
ELK4,MAX
ELK4,MECOM
ELK4,MEIS1
ELK4,MEIS2
ELK4,MLX
ELK4,MNT
ELK4,NFATC1
ELK4,NFATC2
ELK4,NFIB
ELK4,NR5A2
ELK4,PBX1
ELK4,POU3F2
ELK4,PRDM6
ELK4,RARA
ELK4,RELA
ELK4,RFX1
ELK4,RFX2
ELK4,RFX4
ELK4,RREB1
ELK4,RXRA
ELK4,RXRB
ELK4,SOX10
ELK4,SOX13
ELK4,SOX6
ELK4,SOX8
ELK4,SP1
ELK4,SREBF1
ELK4,STAT6
ELK4,TCF7
ELK4,TCF7L1
ELK4,TCF7L2
ELK4,TEAD1
ELK4,TFE3
ELK4,TP53
ELK4,YY1
ELK4,ZBTB38
ELK4,ZBTB4
ELK4,ZBTB7B
ELK4,ZFP14
ELK4,ZFP41
ELK4,ZFPM1
ELK4,ZIC1
ELK4,ZIC3
ELK4,ZIC5
ELK4,ZIK1
ELK4,ZNF174
ELK4,ZNF195
ELK4,ZNF213
ELK4,ZNF22
ELK4,ZNF226
ELK4,ZNF227
ELK4,ZNF26
ELK4,ZNF266
ELK4,ZNF324
ELK4,ZNF383
ELK4,ZNF397
ELK4,ZNF433
ELK4,ZNF445
ELK4,ZNF516
ELK4,ZNF524
ELK4,ZNF530
ELK4,ZNF549
ELK4,ZNF57
ELK4,ZNF579
ELK4,ZNF580
ELK4,ZNF581
ELK4,ZNF621
ELK4,ZNF678
ELK4,ZNF696
ELK4,ZNF710
ELK4,ZNF8
ELK4,ZNF91
ELK4,ZSCAN16
ELK4,ZSCAN18
ERF,BCL6B
ERF,CAMTA1
ERF,CEBPD
ERF,DBP
ERF,ESRRA
ERF,ETV6
ERF,FIZ1
ERF,FOS
ERF,FOSL1
ERF,FOXH1
ERF,FOXJ1
ERF,FOXP1
ERF,GLI2
ERF,GLIS2
ERF,GLIS3
ERF,HEY1
ERF,HOXA2
ERF,HOXA3
ERF,HOXA4
ERF,HOXA5
ERF,IRX3
ERF,JUN
ERF,JUNB
ERF,KLF12
ERF,KLF4
ERF,MAFF
ERF,MEIS1
ERF,NFATC1
ERF,NFIA
ERF,NR2F2
ERF,PBX1
ERF,POU3F2
ERF,PPARA
ERF,RARA
ERF,RFX1
ERF,RFX4
ERF,RXRA
ERF,RXRB
ERF,SOX13
ERF,SOX5
ERF,SOX6
ERF,SOX8
ERF,STAT6
ERF,TCF4
ERF,TCF7L1
ERF,TEAD1
ERF,YY1
ERF,ZBTB38
ERF,ZFP41
ERF,ZFPM1
ERF,ZIC3
ERF,ZIK1
ERF,ZNF174
ERF,ZNF226
ERF,ZNF227
ERF,ZNF266
ERF,ZNF324
ERF,ZNF516
ERF,ZNF524
ERF,ZNF530
ERF,ZNF549
ERF,ZNF579
ERF,ZNF580
ERF,ZNF581
ERF,ZNF621
ERF,ZNF696
ERF,ZNF710
ERF,ZNF8
ERF,ZSCAN16
ESRRA,AEBP2
ESRRA,ALX4
ESRRA,ARNT2
ESRRA,ARNTL
ESRRA,ATF1
ESRRA,ATF3
ESRRA,ATF6
ESRRA,ATF7
ESRRA,BACH2
ESRRA,BARX2
ESRRA,BBX
ESRRA,BCL6
ESRRA,BCL6B
ESRRA,BCLAF1
ESRRA,BHLHE40
ESRRA,BHLHE41
ESRRA,CAMTA1
ESRRA,CEBPB
ESRRA,CEBPD
ESRRA,CREB1
ESRRA,CREB3
ESRRA,CREB5
ESRRA,DBP
ESRRA,DEAF1
ESRRA,E2F1
ESRRA,E2F3
ESRRA,E2F6
ESRRA,E2F8
ESRRA,EBF1
ESRRA,EGR1
ESRRA,EHF
ESRRA,ELF4
ESRRA,ELK3
ESRRA,ELK4
ESRRA,ERF
ESRRA,ESRRA
ESRRA,ESRRG
ESRRA,ETV5
ESRRA,ETV6
ESRRA,FOS
ESRRA,FOSL1
ESRRA,FOSL2
ESRRA,FOXC1
ESRRA,FOXH1
ESRRA,FOXJ1
ESRRA,FOXK1
ESRRA,FOXN2
ESRRA,FOXO1
ESRRA,FOXO3
ESRRA,FOXP1
ESRRA,GLI2
ESRRA,GLI3
ESRRA,GLIS2
ESRRA,GLIS3
ESRRA,GMEB2
ESRRA,GZF1
ESRRA,HBP1
ESRRA,HEY1
ESRRA,HEY2
ESRRA,HIC2
ESRRA,HKR1
ESRRA,HMBOX1
ESRRA,HOMEZ
ESRRA,HOXA2
ESRRA,HOXA3
ESRRA,HOXA4
ESRRA,HOXA5
ESRRA,HOXB2
ESRRA,HOXB3
ESRRA,HOXB4
ESRRA,HOXD3
ESRRA,HSF1
ESRRA,HSF2
ESRRA,ID1
ESRRA,IRF2
ESRRA,IRF3
ESRRA,IRF7
ESRRA,IRF8
ESRRA,IRX3
ESRRA,JDP2
ESRRA,JUN
ESRRA,JUNB
ESRRA,KLF12
ESRRA,KLF13
ESRRA,KLF15
ESRRA,KLF4
ESRRA,KLF7
ESRRA,LMX1A
ESRRA,LMX1B
ESRRA,MAF
ESRRA,MAFF
ESRRA,MAFG
ESRRA,MAX
ESRRA,MECOM
ESRRA,MEF2A
ESRRA,MEF2B
ESRRA,MEF2D
ESRRA,MEIS1
ESRRA,MEIS2
ESRRA,MLX
ESRRA,MNT
ESRRA,MSX1
ESRRA,MSX2
ESRRA,MXI1
ESRRA,MYBL2
ESRRA,MYC
ESRRA,MYCN
ESRRA,NFATC1
ESRRA,NFATC2
ESRRA,NFIA
ESRRA,NFIB
ESRRA,NFIC
ESRRA,NFIL3
ESRRA,NFIX
ESRRA,NFYA
ESRRA,NR1D1
ESRRA,NR2F1
ESRRA,NR3C2
ESRRA,OLIG3
ESRRA,PAX3
ESRRA,PAX6
ESRRA,PBX1
ESRRA,PBX3
ESRRA,PEG3
ESRRA,PKNOX2
ESRRA,POU3F2
ESRRA,POU3F3
ESRRA,POU3F4
ESRRA,PPARA
ESRRA,PPARG
ESRRA,PRDM6
ESRRA,RARA
ESRRA,RARB
ESRRA,RARG
ESRRA,RELA
ESRRA,RFX1
ESRRA,RFX2
ESRRA,RFX4
ESRRA,RFX5
ESRRA,RORA
ESRRA,RREB1
ESRRA,RUNX1
ESRRA,RUNX3
ESRRA,RXRA
ESRRA,RXRB
ESRRA,SALL1
ESRRA,SALL2
ESRRA,SMAD1
ESRRA,SMAD2
ESRRA,SOX10
ESRRA,SOX11
ESRRA,SOX13
ESRRA,SOX15
ESRRA,SOX2
ESRRA,SOX4
ESRRA,SOX5
ESRRA,SOX6
ESRRA,SOX8
ESRRA,SOX9
ESRRA,SP1
ESRRA,SP2
ESRRA,SP3
ESRRA,SPI1
ESRRA,SREBF1
ESRRA,SRF
ESRRA,STAT1
ESRRA,STAT3
ESRRA,STAT5A
ESRRA,STAT5B
ESRRA,STAT6
ESRRA,TBX1
ESRRA,TCF12
ESRRA,TCF4
ESRRA,TCF7
ESRRA,TCF7L1
ESRRA,TCF7L2
ESRRA,TEAD1
ESRRA,TEAD3
ESRRA,TEF
ESRRA,TFE3
ESRRA,TFEB
ESRRA,THRA
ESRRA,TP53
ESRRA,VDR
ESRRA,YY1
ESRRA,ZBTB20
ESRRA,ZBTB38
ESRRA,ZBTB4
ESRRA,ZBTB46
ESRRA,ZBTB7A
ESRRA,ZBTB7B
ESRRA,ZBTB7C
ESRRA,ZEB1
ESRRA,ZFHX2
ESRRA,ZFP1
ESRRA,ZFP3
ESRRA,ZFP41
ESRRA,ZFPM1
ESRRA,ZIC1
ESRRA,ZIC3
ESRRA,ZIC4
ESRRA,ZIC5
ESRRA,ZIK1
ESRRA,ZNF114
ESRRA,ZNF135
ESRRA,ZNF136
ESRRA,ZNF184
ESRRA,ZNF213
ESRRA,ZNF22
ESRRA,ZNF232
ESRRA,ZNF275
ESRRA,ZNF311
ESRRA,ZNF320
ESRRA,ZNF324
ESRRA,ZNF334
ESRRA,ZNF341
ESRRA,ZNF35
ESRRA,ZNF358
ESRRA,ZNF383
ESRRA,ZNF397
ESRRA,ZNF408
ESRRA,ZNF468
ESRRA,ZNF470
ESRRA,ZNF501
ESRRA,ZNF502
ESRRA,ZNF516
ESRRA,ZNF521
ESRRA,ZNF526
ESRRA,ZNF530
ESRRA,ZNF536
ESRRA,ZNF549
ESRRA,ZNF557
ESRRA,ZNF559
ESRRA,ZNF57
ESRRA,ZNF574
ESRRA,ZNF585A
ESRRA,ZNF606
ESRRA,ZNF621
ESRRA,ZNF625
ESRRA,ZNF629
ESRRA,ZNF664
ESRRA,ZNF687
ESRRA,ZNF689
ESRRA,ZNF696
ESRRA,ZNF697
ESRRA,ZNF699
ESRRA,ZNF71
ESRRA,ZNF710
ESRRA,ZNF740
ESRRA,ZNF771
ESRRA,ZNF785
ESRRA,ZNF8
ESRRA,ZNF823
ESRRA,ZNF91
ESRRA,ZSCAN1
ESRRA,ZSCAN16
ESRRA,ZSCAN2
ESRRG,AEBP2
ESRRG,ALX4
ESRRG,ARNTL
ESRRG,ATF1
ESRRG,ATF3
ESRRG,ATF7
ESRRG,BACH2
ESRRG,BBX
ESRRG,BCL6
ESRRG,BCL6B
ESRRG,BCLAF1
ESRRG,BHLHE40
ESRRG,BHLHE41
ESRRG,CAMTA1
ESRRG,CEBPD
ESRRG,CREB1
ESRRG,CREB5
ESRRG,DBP
ESRRG,DEAF1
ESRRG,E2F1
ESRRG,E2F3
ESRRG,E2F8
ESRRG,EBF1
ESRRG,EHF
ESRRG,ERF
ESRRG,ESRRA
ESRRG,ESRRG
ESRRG,ETV6
ESRRG,FIZ1
ESRRG,FOS
ESRRG,FOSL1
ESRRG,FOSL2
ESRRG,FOXC1
ESRRG,FOXH1
ESRRG,FOXJ1
ESRRG,FOXK1
ESRRG,FOXO1
ESRRG,FOXO3
ESRRG,FOXP1
ESRRG,GLI2
ESRRG,GLI3
ESRRG,GLIS3
ESRRG,GZF1
ESRRG,HEY1
ESRRG,HEY2
ESRRG,HIC2
ESRRG,HOXA2
ESRRG,HOXA3
ESRRG,HOXA4
ESRRG,HOXA5
ESRRG,HOXB2
ESRRG,HOXB3
ESRRG,HOXB4
ESRRG,HOXD3
ESRRG,HSF1
ESRRG,HSF2
ESRRG,ID1
ESRRG,IRF2
ESRRG,IRF7
ESRRG,IRF8
ESRRG,IRX3
ESRRG,JDP2
ESRRG,JUN
ESRRG,JUNB
ESRRG,KLF12
ESRRG,KLF13
ESRRG,KLF15
ESRRG,KLF4
ESRRG,KLF7
ESRRG,LMX1A
ESRRG,MAF
ESRRG,MAFF
ESRRG,MAFG
ESRRG,MECOM
ESRRG,MEF2A
ESRRG,MEF2D
ESRRG,MEIS1
ESRRG,MLX
ESRRG,MNT
ESRRG,MSX1
ESRRG,MSX2
ESRRG,MYC
ESRRG,MYCN
ESRRG,NFIA
ESRRG,NFIB
ESRRG,NFIC
ESRRG,NFIL3
ESRRG,NFIX
ESRRG,NFYA
ESRRG,NR1D1
ESRRG,NR2F1
ESRRG,NR3C2
ESRRG,NR5A2
ESRRG,NRL
ESRRG,OLIG3
ESRRG,PAX6
ESRRG,PBX1
ESRRG,PEG3
ESRRG,PKNOX2
ESRRG,POU3F2
ESRRG,POU3F3
ESRRG,POU3F4
ESRRG,PPARA
ESRRG,PRDM6
ESRRG,RARA
ESRRG,RARB
ESRRG,RARG
ESRRG,RFX1
ESRRG,RFX2
ESRRG,RFX4
ESRRG,RFX5
ESRRG,RORA
ESRRG,RREB1
ESRRG,RUNX1
ESRRG,RUNX3
ESRRG,RXRA
ESRRG,SALL2
ESRRG,SMAD1
ESRRG,SMAD2
ESRRG,SOX10
ESRRG,SOX13
ESRRG,SOX15
ESRRG,SOX2
ESRRG,SOX4
ESRRG,SOX5
ESRRG,SOX6
ESRRG,SOX8
ESRRG,SOX9
ESRRG,SP1
ESRRG,SP3
ESRRG,SREBF1
ESRRG,SRF
ESRRG,STAT3
ESRRG,STAT6
ESRRG,TCF12
ESRRG,TCF4
ESRRG,TCF7
ESRRG,TEAD1
ESRRG,TEF
ESRRG,TFEB
ESRRG,THRA
ESRRG,TP53
ESRRG,VDR
ESRRG,YY1
ESRRG,ZBTB20
ESRRG,ZBTB38
ESRRG,ZBTB4
ESRRG,ZBTB7C
ESRRG,ZFHX2
ESRRG,ZFP1
ESRRG,ZFP3
ESRRG,ZFP41
ESRRG,ZIC1
ESRRG,ZIC4
ESRRG,ZIC5
ESRRG,ZIK1
ESRRG,ZNF136
ESRRG,ZNF184
ESRRG,ZNF22
ESRRG,ZNF232
ESRRG,ZNF275
ESRRG,ZNF311
ESRRG,ZNF324
ESRRG,ZNF334
ESRRG,ZNF341
ESRRG,ZNF35
ESRRG,ZNF383
ESRRG,ZNF408
ESRRG,ZNF436
ESRRG,ZNF470
ESRRG,ZNF501
ESRRG,ZNF502
ESRRG,ZNF516
ESRRG,ZNF524
ESRRG,ZNF526
ESRRG,ZNF530
ESRRG,ZNF536
ESRRG,ZNF549
ESRRG,ZNF557
ESRRG,ZNF573
ESRRG,ZNF574
ESRRG,ZNF580
ESRRG,ZNF581
ESRRG,ZNF585A
ESRRG,ZNF613
ESRRG,ZNF621
ESRRG,ZNF625
ESRRG,ZNF629
ESRRG,ZNF649
ESRRG,ZNF678
ESRRG,ZNF687
ESRRG,ZNF689
ESRRG,ZNF696
ESRRG,ZNF71
ESRRG,ZNF710
ESRRG,ZNF740
ESRRG,ZNF771
ESRRG,ZNF785
ESRRG,ZNF8
ESRRG,ZNF91
ETS1,AEBP2
ETS1,ALX4
ETS1,AR
ETS1,ARNT2
ETS1,ATF3
ETS1,ATF6
ETS1,ATF7
ETS1,BACH2
ETS1,BARX2
ETS1,BBX
ETS1,BCL6
ETS1,BCL6B
ETS1,BCLAF1
ETS1,BHLHE40
ETS1,BHLHE41
ETS1,CAMTA1
ETS1,CEBPB
ETS1,CEBPD
ETS1,CEBPG
ETS1,CREB1
ETS1,CREB3
ETS1,CREB5
ETS1,CREM
ETS1,CUX2
ETS1,DBP
ETS1,DEAF1
ETS1,E2F3
ETS1,E2F8
ETS1,E4F1
ETS1,EBF1
ETS1,EGR1
ETS1,EGR3
ETS1,EHF
ETS1,ELF2
ETS1,ELK1
ETS1,ELK3
ETS1,ELK4
ETS1,ERF
ETS1,ESRRA
ETS1,ESRRG
ETS1,ETV6
ETS1,FIZ1
ETS1,FOS
ETS1,FOSL1
ETS1,FOSL2
ETS1,FOXC1
ETS1,FOXH1
ETS1,FOXJ1
ETS1,FOXJ2
ETS1,FOXK1
ETS1,FOXN2
ETS1,FOXO3
ETS1,FOXP1
ETS1,GLI2
ETS1,GLIS2
ETS1,GLIS3
ETS1,GZF1
ETS1,HEY1
ETS1,HEY2
ETS1,HIC2
ETS1,HINFP
ETS1,HKR1
ETS1,HMBOX1
ETS1,HOMEZ
ETS1,HOXA2
ETS1,HOXA3
ETS1,HOXA4
ETS1,HOXA5
ETS1,HOXB2
ETS1,HOXB3
ETS1,HOXB4
ETS1,HOXD3
ETS1,HSF1
ETS1,HSF2
ETS1,ID1
ETS1,IRF2
ETS1,IRF3
ETS1,IRF7
ETS1,IRF8
ETS1,IRX3
ETS1,JDP2
ETS1,JUNB
ETS1,JUND
ETS1,KLF12
ETS1,KLF13
ETS1,KLF15
ETS1,KLF16
ETS1,KLF3
ETS1,KLF4
ETS1,KLF5
ETS1,KLF7
ETS1,LMX1A
ETS1,LMX1B
ETS1,MAF
ETS1,MAFF
ETS1,MAFG
ETS1,MAX
ETS1,MECOM
ETS1,MEF2A
ETS1,MEF2B
ETS1,MEF2D
ETS1,MEIS1
ETS1,MEIS2
ETS1,MLX
ETS1,MNT
ETS1,MSX1
ETS1,MSX2
ETS1,MXI1
ETS1,MYC
ETS1,MYCN
ETS1,NFATC1
ETS1,NFATC2
ETS1,NFIA
ETS1,NFIB
ETS1,NFIC
ETS1,NFIL3
ETS1,NFIX
ETS1,NFKB2
ETS1,NFYA
ETS1,NR1D1
ETS1,NR2F1
ETS1,NR2F2
ETS1,NR3C2
ETS1,NR4A2
ETS1,NR5A2
ETS1,NRL
ETS1,OLIG3
ETS1,PAX3
ETS1,PAX6
ETS1,PBX1
ETS1,PBX3
ETS1,PKNOX2
ETS1,POU2F2
ETS1,POU3F2
ETS1,POU3F3
ETS1,POU3F4
ETS1,PPARA
ETS1,PRDM6
ETS1,RARA
ETS1,RARB
ETS1,RELA
ETS1,RFX1
ETS1,RFX2
ETS1,RFX3
ETS1,RFX4
ETS1,RFX5
ETS1,RORA
ETS1,RREB1
ETS1,RUNX1
ETS1,RUNX3
ETS1,RXRA
ETS1,RXRB
ETS1,SALL2
ETS1,SATB1
ETS1,SMAD1
ETS1,SMAD2
ETS1,SMAD3
ETS1,SOX1
ETS1,SOX10
ETS1,SOX11
ETS1,SOX12
ETS1,SOX13
ETS1,SOX15
ETS1,SOX2
ETS1,SOX4
ETS1,SOX5
ETS1,SOX6
ETS1,SOX8
ETS1,SOX9
ETS1,SP2
ETS1,SP3
ETS1,SPI1
ETS1,SREBF1
ETS1,SRF
ETS1,STAT3
ETS1,STAT6
ETS1,TBX3
ETS1,TCF4
ETS1,TCF7
ETS1,TCF7L1
ETS1,TCF7L2
ETS1,TEAD1
ETS1,TFE3
ETS1,TFEB
ETS1,THRA
ETS1,TP53
ETS1,VDR
ETS1,YY1
ETS1,ZBTB20
ETS1,ZBTB38
ETS1,ZBTB4
ETS1,ZBTB46
ETS1,ZBTB7A
ETS1,ZBTB7B
ETS1,ZBTB7C
ETS1,ZFHX2
ETS1,ZFP14
ETS1,ZFP3
ETS1,ZFP41
ETS1,ZFPM1
ETS1,ZIC1
ETS1,ZIC2
ETS1,ZIC3
ETS1,ZIC4
ETS1,ZIC5
ETS1,ZIK1
ETS1,ZNF135
ETS1,ZNF143
ETS1,ZNF174
ETS1,ZNF184
ETS1,ZNF19
ETS1,ZNF195
ETS1,ZNF213
ETS1,ZNF22
ETS1,ZNF226
ETS1,ZNF227
ETS1,ZNF23
ETS1,ZNF232
ETS1,ZNF251
ETS1,ZNF26
ETS1,ZNF266
ETS1,ZNF275
ETS1,ZNF287
ETS1,ZNF302
ETS1,ZNF311
ETS1,ZNF320
ETS1,ZNF324
ETS1,ZNF329
ETS1,ZNF334
ETS1,ZNF343
ETS1,ZNF358
ETS1,ZNF383
ETS1,ZNF397
ETS1,ZNF408
ETS1,ZNF433
ETS1,ZNF445
ETS1,ZNF468
ETS1,ZNF470
ETS1,ZNF516
ETS1,ZNF521
ETS1,ZNF524
ETS1,ZNF526
ETS1,ZNF530
ETS1,ZNF536
ETS1,ZNF549
ETS1,ZNF557
ETS1,ZNF559
ETS1,ZNF574
ETS1,ZNF579
ETS1,ZNF580
ETS1,ZNF581
ETS1,ZNF585A
ETS1,ZNF605
ETS1,ZNF606
ETS1,ZNF621
ETS1,ZNF624
ETS1,ZNF629
ETS1,ZNF665
ETS1,ZNF669
ETS1,ZNF670
ETS1,ZNF672
ETS1,ZNF678
ETS1,ZNF687
ETS1,ZNF689
ETS1,ZNF692
ETS1,ZNF696
ETS1,ZNF697
ETS1,ZNF699
ETS1,ZNF709
ETS1,ZNF71
ETS1,ZNF710
ETS1,ZNF713
ETS1,ZNF771
ETS1,ZNF8
ETS1,ZNF84
ETS1,ZNF91
ETS1,ZSCAN1
ETS1,ZSCAN16
ETS1,ZSCAN18
ETV1,BCL6B
ETV1,CEBPD
ETV1,ESRRA
ETV1,FIZ1
ETV1,FOS
ETV1,FOSL1
ETV1,GLI2
ETV1,HEY1
ETV1,HOXA2
ETV1,HOXA3
ETV1,HOXA4
ETV1,HOXA5
ETV1,IRX3
ETV1,JUNB
ETV1,MEIS1
ETV1,POU3F2
ETV1,RARA
ETV1,RFX4
ETV1,RXRA
ETV1,SOX13
ETV1,STAT6
ETV1,TEAD1
ETV1,YY1
ETV1,ZFP41
ETV1,ZNF174
ETV1,ZNF226
ETV1,ZNF227
ETV1,ZNF266
ETV1,ZNF516
ETV1,ZNF524
ETV1,ZNF579
ETV1,ZNF580
ETV1,ZNF581
ETV1,ZNF621
ETV1,ZNF696
ETV1,ZNF8
ETV5,ESRRA
ETV5,FIZ1
ETV5,FOS
ETV5,FOSL1
ETV5,FOXH1
ETV5,FOXJ1
ETV5,GLI2
ETV5,HOXA2
ETV5,HOXA3
ETV5,HOXA4
ETV5,HOXA5
ETV5,IRX3
ETV5,RFX4
ETV5,RXRA
ETV5,TEAD1
ETV5,YY1
ETV5,ZBTB38
ETV5,ZFP41
ETV5,ZFPM1
ETV5,ZIC3
ETV5,ZNF174
ETV5,ZNF266
ETV5,ZNF397
ETV5,ZNF516
ETV5,ZNF524
ETV5,ZNF579
ETV5,ZNF580
ETV5,ZNF581
ETV5,ZNF621
ETV5,ZNF696
ETV5,ZNF8
ETV5,ZNF91
ETV5,ZSCAN16
ETV6,ATF6
ETV6,BACH2
ETV6,BCL6
ETV6,BCL6B
ETV6,BCLAF1
ETV6,BHLHE40
ETV6,BHLHE41
ETV6,CAMTA1
ETV6,CEBPB
ETV6,CEBPD
ETV6,CREB1
ETV6,CREB3
ETV6,CREB5
ETV6,DBP
ETV6,DEAF1
ETV6,EHF
ETV6,ESRRA
ETV6,ETV6
ETV6,FIZ1
ETV6,FOS
ETV6,FOSL1
ETV6,FOXC1
ETV6,FOXH1
ETV6,FOXJ1
ETV6,FOXN2
ETV6,FOXO3
ETV6,FOXP1
ETV6,GLI2
ETV6,GLI3
ETV6,GLIS2
ETV6,GLIS3
ETV6,GZF1
ETV6,HEY1
ETV6,HIC2
ETV6,HOXA2
ETV6,HOXA3
ETV6,HOXA4
ETV6,HOXA5
ETV6,HOXB2
ETV6,HOXB3
ETV6,HOXB4
ETV6,HOXD3
ETV6,IRF2
ETV6,IRF7
ETV6,IRF8
ETV6,IRX3
ETV6,JDP2
ETV6,JUNB
ETV6,JUND
ETV6,KLF12
ETV6,KLF13
ETV6,KLF15
ETV6,KLF4
ETV6,KLF7
ETV6,MAF
ETV6,MAFF
ETV6,MAFK
ETV6,MAX
ETV6,MECOM
ETV6,MEF2A
ETV6,MEF2B
ETV6,MEIS1
ETV6,MEIS2
ETV6,MNT
ETV6,MSX1
ETV6,MSX2
ETV6,MYC
ETV6,NFATC1
ETV6,NFIA
ETV6,NFIB
ETV6,NR1D1
ETV6,NR2F2
ETV6,NR4A2
ETV6,NR5A2
ETV6,PAX6
ETV6,PBX1
ETV6,POU3F2
ETV6,POU3F3
ETV6,POU3F4
ETV6,PRDM6
ETV6,RARA
ETV6,RARB
ETV6,RELA
ETV6,RFX1
ETV6,RFX2
ETV6,RFX4
ETV6,RFX5
ETV6,RORA
ETV6,RREB1
ETV6,RUNX1
ETV6,RUNX3
ETV6,RXRA
ETV6,RXRB
ETV6,SMAD1
ETV6,SMAD2
ETV6,SOX10
ETV6,SOX12
ETV6,SOX13
ETV6,SOX2
ETV6,SOX4
ETV6,SOX5
ETV6,SOX6
ETV6,SOX8
ETV6,SOX9
ETV6,SP3
ETV6,SPI1
ETV6,SREBF1
ETV6,SRF
ETV6,STAT6
ETV6,TCF4
ETV6,TCF7
ETV6,TCF7L1
ETV6,TCF7L2
ETV6,TEAD1
ETV6,TEF
ETV6,TFEB
ETV6,TGIF1
ETV6,THRA
ETV6,TP53
ETV6,VDR
ETV6,YY1
ETV6,ZBTB38
ETV6,ZBTB4
ETV6,ZBTB7A
ETV6,ZBTB7B
ETV6,ZBTB7C
ETV6,ZFHX2
ETV6,ZFP3
ETV6,ZFP41
ETV6,ZFPM1
ETV6,ZIC3
ETV6,ZIC5
ETV6,ZNF143
ETV6,ZNF184
ETV6,ZNF213
ETV6,ZNF22
ETV6,ZNF226
ETV6,ZNF227
ETV6,ZNF232
ETV6,ZNF26
ETV6,ZNF266
ETV6,ZNF320
ETV6,ZNF383
ETV6,ZNF397
ETV6,ZNF408
ETV6,ZNF433
ETV6,ZNF468
ETV6,ZNF516
ETV6,ZNF521
ETV6,ZNF524
ETV6,ZNF557
ETV6,ZNF574
ETV6,ZNF579
ETV6,ZNF580
ETV6,ZNF581
ETV6,ZNF585A
ETV6,ZNF621
ETV6,ZNF629
ETV6,ZNF678
ETV6,ZNF689
ETV6,ZNF696
ETV6,ZNF710
ETV6,ZSCAN16
FIZ1,ALX4
FIZ1,AR
FIZ1,ARID3A
FIZ1,ARNTL
FIZ1,ATF7
FIZ1,BACH2
FIZ1,BCL6
FIZ1,BCL6B
FIZ1,BCLAF1
FIZ1,BHLHE40
FIZ1,BHLHE41
FIZ1,CAMTA1
FIZ1,CEBPB
FIZ1,CEBPD
FIZ1,CEBPG
FIZ1,CREB3
FIZ1,CREB5
FIZ1,CUX2
FIZ1,DBP
FIZ1,DEAF1
FIZ1,E2F1
FIZ1,E2F3
FIZ1,E4F1
FIZ1,EGR3
FIZ1,EHF
FIZ1,ELF2
FIZ1,ELF4
FIZ1,ERF
FIZ1,ESRRA
FIZ1,ETS1
FIZ1,ETV6
FIZ1,FIZ1
FIZ1,FOS
FIZ1,FOSL1
FIZ1,FOSL2
FIZ1,FOXC1
FIZ1,FOXH1
FIZ1,FOXJ1
FIZ1,FOXJ2
FIZ1,FOXK1
FIZ1,FOXN2
FIZ1,FOXO3
FIZ1,FOXP1
FIZ1,GLI2
FIZ1,GLIS2
FIZ1,GLIS3
FIZ1,GZF1
FIZ1,HEY1
FIZ1,HEY2
FIZ1,HIC2
FIZ1,HKR1
FIZ1,HOMEZ
FIZ1,HOXA2
FIZ1,HOXA3
FIZ1,HOXA4
FIZ1,HOXA5
FIZ1,HOXB2
FIZ1,HOXB3
FIZ1,HOXB4
FIZ1,HOXD3
FIZ1,HSF1
FIZ1,HSF2
FIZ1,ID1
FIZ1,IRF1
FIZ1,IRF2
FIZ1,IRF8
FIZ1,IRX3
FIZ1,JDP2
FIZ1,JUNB
FIZ1,JUND
FIZ1,KLF12
FIZ1,KLF13
FIZ1,KLF15
FIZ1,KLF16
FIZ1,KLF4
FIZ1,KLF5
FIZ1,KLF7
FIZ1,LMX1A
FIZ1,LMX1B
FIZ1,MAF
FIZ1,MAFF
FIZ1,MAFG
FIZ1,MAFK
FIZ1,MECOM
FIZ1,MEF2A
FIZ1,MEF2D
FIZ1,MEIS1
FIZ1,MEIS2
FIZ1,MGA
FIZ1,MLX
FIZ1,MNT
FIZ1,MSX1
FIZ1,MSX2
FIZ1,MXI1
FIZ1,MYCN
FIZ1,NFATC1
FIZ1,NFIA
FIZ1,NFIB
FIZ1,NFIC
FIZ1,NFIL3
FIZ1,NFIX
FIZ1,NFKB2
FIZ1,NFYA
FIZ1,NR1D1
FIZ1,NR2F1
FIZ1,NR2F2
FIZ1,NR4A2
FIZ1,NR5A2
FIZ1,PAX3
FIZ1,PBX1
FIZ1,PBX3
FIZ1,PKNOX2
FIZ1,POU3F2
FIZ1,POU3F3
FIZ1,POU3F4
FIZ1,PPARA
FIZ1,PRDM6
FIZ1,RARA
FIZ1,RARB
FIZ1,RARG
FIZ1,RELA
FIZ1,RFX1
FIZ1,RFX2
FIZ1,RFX4
FIZ1,RORA
FIZ1,RREB1
FIZ1,RUNX1
FIZ1,RUNX3
FIZ1,RXRA
FIZ1,RXRB
FIZ1,SALL1
FIZ1,SALL2
