TSPAN6
IFT80
SIRT2
ERLEC1
PPP2R5B
PITX1
NUP133
NUCKS1
VPS35
DNAJA2
BCL3
KCNAB2
GAL
CLEC2D
FUNDC1
RORA
TGFBR3
HES2
ATP1B3
NEDD4
PIGB
MAPK6
GNB5
RAB27A
HDHD5
UFD1
LRP6
PHRF1
ELP1
NUCB2
PFN2
PTPN3
SPTB
SLC44A1
TMEM260
SMG6
EXOC5
CLTCL1
FSTL3
DGCR2
RNF126
MNT
ZXDC
JMJD6
POLB
WIPI1
GBA2
NDST1
ASNS
AP3M2
PABPC1
CFAP20
CSNK2A2
PTPN21
EIF2B3
CAMK2A
TCOF1
CDC42
OSBPL3
RAD18
ATP2B1
NCK2
MAP4K4
RPL31
WDR1
SNX13
ARHGAP10
ING3
VASH1
LMCD1
BUD23
SEL1L
TRIP13
ATP6AP1
TCF3
DAZAP1
MBD3
HLTF
FAM50A
FAM3A
CPSF1
CYBRD1
CDH19
PDCD2
SLC6A15
RDH11
PRKACA
ADGRL1
ACTN1
ZFYVE26
RPS6KA6
EPN2
PTPN18
LIMS2
SPEG
ALDH3A2
TFRC
SREBF1
AFF4
UBE2D1
MPP5
RHOBTB1
SMC1A
HSD17B10
MARK2
HMMR
CHFR
P4HA2
NFATC3
TRNT1
ACADVL
STK10
FBXW11
ACAP1
EVC
DERL2
NDE1
TMEM38A
AP1M1
PVR
XRCC1
SCARB1
MCM2
PANX2
SELENOO
TP63
ALPK1
LLGL2
PDE8A
CLCN4
NLE1
SDHA
SMARCE1
GSDMB
KDM5A
ADAM11
PPP2R3A
FERMT2
PTGS2
IGF2BP2
MAP3K13
ST6GAL1
VDAC1P1
PICALM
NSF
GLI2
CLASP1
MRPS34
NOTCH3
CLNS1A
PPP2R2C
TEAD2
EED
TSG101
NCBP3
ATP2A3
CA12
MGLL
NTN4
BCS1L
NUAK1
DPP8
SLC24A1
ZNF532
LMAN1
HACD3
ZZEF1
ENO1
MYDGF
ANO8
TUBE1
ARHGEF10L
ACTR6
TIPIN
SRI
EIF4G3
NUP37
SEMA3A
GTSE1
SEMA3C
TTC38
ACAT1
GRAMD4
CELSR1
ZNF638
SLC25A40
TIMM21
ADD2
RASAL2
VPS9D1
ZNF37A
MARK3
SLC25A3
FNDC3B
FOSL2
CACNG4
FRYL
TMEM131
FSCN1
ACTB
MOCOS
PLD1
WDR62
DLG1
RAB7A
BCAP29
SEC31B
SART3
EXOSC7
KIFAP3
MKRN2
MCM6
REXO2
RBM7
RBMS2
BAZ2A
PTPN23
MLH1
UNG
KLHL20
RGS11
SLC46A1
SPAG5
ANKRD13A
TPD52
ACACB
TRAF4
GPATCH1
ICAM3
NT5C2
MCAM
CAMSAP3
RAP1GAP
XAB2
ARHGEF1
STXBP2
MAP2K7
DGKD
RARB
TOP2B
TM9SF3
NFKB2
UBE2T
PPP1R12B
DNAJC10
GTF3C1
IL4R
USP33
SNRPA
EXOSC5
DYNC1I2
APBB1IP
LRCH4
FAM76B
SIRT6
POLD3
CAPZB
GPR137B
JADE1
SLC25A43
UBE2A
FGFR1
FBLN1
PIAS2
ARAF
MCCC1
NEBL
ACER3
UBE2K
PIK3C3
N4BP2
TIGAR
TULP3
SYNJ2
PPP2R5C
PMS2P1
GNB1
EDN1
MLLT10
ZCWPW1
NRDC
VDAC3
PCM1
TNRC6C
CBFA2T2
ITCH
TP53INP2
SDF4
TOLLIP
UBE2D4
CDH17
THOC1
FKBP7
OSBPL6
XRCC5
LXN
MKNK1
TNS1
REXO1
SAR1A
CDC14A
SENP1
CIC
LIPE
FDFT1
PAFAH1B3
OPHN1
KIF22
CARMIL1
PGM1
DDX1
DNM2
EPB41L2
MOXD1
STX7
RABL2B
KEAP1
PTPRH
SLC35C2
CRYBG3
RFX3
RIF1
RAB21
SLC4A4
SMARCA2
SESN1
MID2
SRCAP
PUM3
CNOT4
PSEN1
CPOX
CLDND1
MOK
HSP90AA1
RBL1
DLGAP4
CROCCP3
NDC80
AP4E1
RSBN1
MAGI3
CXCL2
AFP
COL4A4
TCF7
OSTM1
PCNP
EXD2
ARG2
UBA5
STK17B
CDC14B
ZNF510
JMJD4
DUSP12
AACS
DELE1
HSPB11
PHLPP1
ATP8B1
SMARCD3
WDR70
FYB1
STRADB
BZW1
ME2
C5orf22
CCNT2
FAM135A
COBLL1
DLG3
TRAF5
MRPL22
GEMIN5
NFE2L1
GSK3B
ITGB5
ERC1
XPO1
RNF13
PALB2
DOP1A
LYRM2
BCKDHB
KAT6A
TUT7
ULK2
TNPO1
PLOD1
P2RX5
ITGAE
DIS3
PIBF1
TDRD3
NUFIP1
PDS5B
OXCT1
RRAGB
CYLD
SLC27A5
ZNF324
ZNF416
ZNF586
ZNF446
ZNF264
RPS5
FAT1
YTHDC1
CHMP2B
SMAP2
PPIE
ZMPSTE24
STARD7
NOA1
REST
SSH1
GSTP1
APLP2
FAM234B
WBP11
EIF3I
COL16A1
TXLNA
NCOA1
AGBL5
EFR3B
KIF3C
RAB10
HADHA
MAPRE3
CAD
CD59
CD82
BCORL1
ATRX
AK6
MYNN
SCAMP1
PREP
HACE1
SEH1L
WDR47
WDFY1
SLC25A24
MAP3K4
PILRA
ZNF213
AKR1B1
CPNE3
RRN3
CTTN
MTIF2
DDHD2
TTC39A
EPS15
ORC1
MGST2
CHERP
ATG16L1
USP40
POMGNT1
RAD54L
MAST2
DNAJA1
B4GALT1
CHMP5
NFX1
DIMT1
IPO11
EIF2AK1
EPDR1
SNX10
SEPHS1
MRPL28
HBQ1
ITPKC
RBM22
TMED2
ERO1B
ZFAND6
TXLNG
HUWE1
ZW10
ALG9
ACOX3
MTMR2
PPP1R15A
HSD17B14
TRIP6
FTL
SRRT
BAX
NLK
PIGS
ATXN7L3
PGS1
PSMC5
UIMC1
MMP2
LPCAT2
OGFOD1
SH3BP2
NOP14
ADD1
L2HGDH
RTRAF
NID2
GMCL1
SF3B2
KLHL42
GNAS
DNM1L
PTHLH
ERGIC2
TFAP2C
AURKA
PIR
AAMDC
RFX2
METTL2A
SULT2B1
ALG6
CNOT3
PTPN4
DDX18
KHSRP
GNA11
ASAP3
EDEM2
DNMT3B
TPX2
FER1L4
PDRG1
EPB41L1
DOCK9
ANKRD10
TGDS
C3orf18
COQ9
KIF9
CRLS1
PPP1R13B
ATRN
SMOX
FKBP1A
NSFL1C
SLC4A11
C20orf194
ZNF343
EBF4
MAVS
LZTS3
XRN2
KIZ
DYNLL1
TESC
SNX5
RPL6
MAPKAPK5
ESF1
RBBP9
ANAPC5
SLC23A2
SLC8B1
TMEM230
DZANK1
KDM2B
TASP1
OAS1
GCN1
RPLP0
PXN
KIF16B
TRMT6
CHGB
PEBP1
BRAP
ERP29
FUS
IGBP1
FXYD5
ZNF302
GRAMD1A
CDIP1
CMTM1
GANAB
GMIP
RBM41
BIRC5
LAG3
MLF2
OTUB2
DDX24
ZBTB25
NECAP1
ARHGAP4
DHX32
RCOR1
GPATCH2L
LTBP4
BLVRB
SLC9A1
SPTLC1
PAPOLA
CCNK
PCBP4
YPEL3
MRPS33
NDUFB2
NUDC
MAEA
ICAM1
STRN4
MUL1
TFAP4
PDCD7
SPG21
DNAJB11
P3H2
RAB11FIP3
GNPTG
ZNF268
GOLGA3
PABPC4
CERS4
MCOLN1
USP48
EFNB1
PDPR
AARS
GLG1
KIF4A
TNRC6A
PLEKHG2
DLL3
NAT14
PITPNM2
EXOC1
RBM27
OSBPL8
DTX2
PUS7
NRCAM
LAMB1
DLD
WDR7
TXNL1
ABCC6
CMTM6
ITGA6
MAP3K20
FH
SEL1L3
TF
CDV3
ALKBH5
APOH
NLRP1
PITPNM3
SPAG7
ORC6
ZC3HC1
RGS17
TMEM101
CCDC80
PSME1
PPP2R3C
HAUS4
OSGEP
SLC22A17
RNF31
SCFD1
G2E3
HECTD1
HNRNPC
SUPT16H
TOX4
GEMIN2
TGM1
TINF2
TRPM7
TYRO3
WDR76
SNAP23
PHGDH
EZR
MYL6
AGO1
CLSPN
RFFL
UNC13D
MFSD11
DPYSL2
TGFB2
GPATCH2
NUP50
CDC45
COMT
AC016026.1
ECHDC1
LRRFIP2
SEC22C
XYLB
HDAC6
CDC6
UPRT
CDC23
AAAS
CBX5
SUCO
MSH2
MAP3K1
DHPS
HOOK2
ARCN1
EPB41L4B
TMEM38B
PSMD5
PTGS1
NUP188
CRAT
NANS
TBC1D2
WHRN
CWF19L1
SEMA4G
BTAF1
IKZF5
CYP26A1
BAMBI
IL11
WAC
CREM
NUBP2
HIVEP1
FKBP5
SRPK1
BRPF3
MRPS18A
TMEM14A
EFHC1
HSP90AB1
CDC5L
ITPR3
ZNF184
DSP
SIRT1
HNRNPH3
IFT74
JAK2
ABL1
ACOT7
SH3GLB1
CDC7
PCSK5
SCD
TMED1
ABLIM1
ERMP1
RAB18
NRP1
HSD17B7P2
PRTFDC1
PALMD
TSPAN15
H2AFY2
WASHC2A
MAST3
MZF1
OCEL1
MYO9B
KCNK6
CATSPERG
PSMD8
FBXL19
STX1B
HSD3B7
SETD1A
BCL7C
CIRBP
ATP5F1D
CBARP
PRKY
HNRNPM
MARCH2
NDUFB7
TECR
TIMM13
CDC34
MTAP
MISP
CEP170B
POLR2E
POLRMT
HCN2
IZUMO4
RASSF7
GADD45B
PALM
MKNK2
ARVCF
TRMT2A
RANBP1
ZDHHC8
KLHL22
MED15
SNAP29
CRKL
LZTR1
SMARCB1
P2RX6
BCL2L13
DDTL
DDT
CABIN1
TBC1D10A
SUSD2
SF3A1
GGT5
RNF215
SEC14L2
SPECC1L
PPIL2
SNRPD3
PES1
MAPK1
GGT1
PRODH
PPM1F
SLC35E4
TOP3B
ESS2
CRYBB2P1
MFNG
CARD10
LRP5L
SLC25A1
GRK3
GGA1
HIRA
SH3BP1
LGALS1
HPS4
SRRD
PATZ1
TRIOBP
TFIP11
GCAT
ANKRD54
EIF3L
SNU13
MICALL1
POLR2F
CCDC134
DEPDC5
PICK1
TTC28
CENPM
KDELR3
DDX17
DMC1
TCF20
HSCB
CBY1
TOMM22
RSPH14
XBP1
RTCB
JOSD1
FBXO7
GTPBP1
POLDIP3
RAB36
TIMP3
PPP6R2
SBF1
SUN2
CYB5R3
DNAL4
LMF2
RHBDD3
PACSIN2
TTLL1
AP1B1
HMGXB4
TOM1
CHKB
HMOX1
MCAT
THOC5
MCM5
ARSA
TSPO
TTLL12
CBX7
PDGFB
RPL3
ZMAT5
RBFOX2
SYNGR1
TAB1
ASCC2
MTMR3
MIEF1
APOL1
PNPLA3
MYH9
SAMM50
TXN2
FOXRED2
EIF3D
TNRC6B
SGSM3
IFT27
KIAA0930
SLC25A17
FAM118A
KCTD17
ST13
RBX1
EP300
L3MBTL2
RANGAP1
ZC3H7B
PHF5A
ACO2
POLR3H
TRMU
PMM1
DESI1
CERK
BRD1
ZBED4
HDAC10
ABHD4
KHNYN
FKBP3
SDR39U1
RBM23
PRMT5
COCH
AP4S1
POLE2
VCPKMT
SOS2
CDKL1
NIN
PYGL
TRIM9
PSMC6
GNPNAT1
DDHD1
CDKN3
CNIH1
CGRRF1
ATP6V1D
CCDC198
PLEK2
PIGH
PSMA3
VTI1B
TIMM9
GSTZ1
KIAA0586
TMED8
SAMD15
AHSA1
DAAM1
SPTLC2
RIN3
LGMN
ALKBH1
SNW1
ITPK1
DHRS7
PPM1A
SIX4
GALNT16
CEP128
ERH
HIF1A
SUSD6
SRSF5
EIF5
DICER1
ZFYVE21
MTHFD1
ZC3H14
TELO2
PCNX1
BDKRB1
GSKIP
VRK1
PSMC1
PAPLN
RPS6KA5
PPP4R3A
C14orf93
PSMB5
YY1
ACIN1
CCNB1IP1
TRIP11
APEX1
PABPN1
ARHGAP5
CINP
DHRS2
SRP54
CHD8
PCK2
KIAA0391
DCAF11
PSMA6
NFKBIA
EMC9
PSME2
BRMS1L
REC8
TM9SF1
SEC23A
GMPR2
PNN
RABGGTA
PLTP
PCIF1
GSS
TRPC4AP
PYGB
ABHD12
PROCR
GINS1
NINL
CD40
UQCC1
ZMYND8
SGK2
IFT52
MYBL2
HNF4A
NDRG3
RAB5IF
RIMS4
PABPC1L
STK4
SALL4
ADNP
PFDN4
CSTF1
RAE1
TPD52L2
DNAJC5
NELFCD
CTSZ
PRPF6
PRELID3B
MTG2
PSMA7
SLCO4A1
MRGBP
TCFL5
DIDO1
GID8
BIRC7
NKAIN4
ARFGAP1
EEF1A2
PTK6
GMEB2
C20orf27
SPEF1
CDC25B
RNF24
ARFRP1
NDUFAF5
TRIB3
RASSF2
CSNK2A1
CDS2
HM13
SNPH
SEC23B
FERMT1
PLCB4
MYL9
TM9SF4
CRNKL1
POFUT1
SAMHD1
KIF3B
MROH8
NOP56
MANBAL
IDH3B
MAPRE1
JAG1
CDK5RAP1
SNTA1
TTI1
E2F1
RPRD1B
PXMP4
CHMP4B
CST3
ACTR5
AHCY
FAM83D
DHX35
DNTTIP1
MAP1LC3A
SYNDIG1
PIGU
ACOT8
APMAP
ZNF516
ADNP2
RBFA
USP14
VAPA
METTL4
LPIN2
SMCHD1
MYL12A
CEP76
CEP192
RNMT
SMAD7
ANKRD12
POLI
MIB1
RBBP8
RIOK3
CSTF2
PSMD10
ATG4A
STS
TBL1X
PGRMC1
POLA1
MID1
NKAP
NXT2
ALG13
PRPS2
MOSPD1
AMMECR1
WDR13
SUV39H1
SRPX
XIAP
STAG2
ATP11C
ABCD1
CCDC22
SYP
PLP2
PLS3
NAA10
ELF4
SMARCA1
ASB9
RBBP7
SLC25A14
FMR1
PIM2
SCML2
SLC35A2
PQBP1
PCSK1N
EMD
TAZ
PGK1
MAGT1
SMS
UBL4A
CD99L2
EEA1
RP2
JADE3
CDK16
USP11
HTATSF1
TIMP1
KLHL4
GABRE
FGD1
PIN4
PORCN
MAGED2
RBM3
SRPX2
SYTL4
CENPI
PBDC1
GLA
ARMCX3
NALCN
NDFIP2
FNDC3A
CDADC1
CAB39L
KLF5
STK24
DNAJC3
UGGT2
ARHGEF7
PARP4
SUPT20H
MRPS31
SLC25A15
KPNA3
VWA8
DGKH
KATNAL1
INTS6
DHRS12
TSC22D1
CLN5
MSLN
MGRN1
ZNF629
TRADD
HSF4
CORO1A
MAPK3
GDPD3
ELMO3
PHKB
LYRM1
NUTF2
NUP93
CENPT
NFAT5
LONP2
N4BP1
ARL2BP
PLLP
DHODH
CTCF
ACD
POLR2C
PARD6A
ZNF821
MMP15
USB1
CYB5B
CCDC113
NME3
NDRG4
PSMD7
SETD6
SLC38A7
VAC14
HAS3
TANGO6
COG4
SLC7A6OS
SLC7A6
PLA2G15
FA2H
WDR59
MON1B
CMC2
AXIN1
HCFC1R1
NPRL3
MLYCD
MPG
NECAB2
HSDL1
TAF1C
NAGPA
COTL1
USP10
CRISPLD2
TSC2
ZNF500
NME4
ABCC1
NOMO3
LMF1
CIAO3
MTHFSD
CLCN7
HAGHL
FAM173A
SLC7A5
METRN
FBXO31
STUB1
RHBDL1
NUBP1
UBE2I
EEF2K
CAPN15
PIEZO1
GSPT1
ZNF174
CLUAP1
UBFD1
EARS2
ELOB
GGA2
CPPED1
USP31
HMOX2
DNAJA3
BFAR
RBL2
QPRT
PYCARD
RPGRIP1L
MAZ
STX4
CDIPT
BCKDK
KAT8
NOMO1
SYT17
TMC5
CCP110
VPS35L
RNF40
KNOP1
AAGAB
IQCH
LACTB
CORO2B
CSK
HERC1
TRIP4
MTFMT
IGDCC4
RAB11A
CTSH
TTC23
CD276
FAH
RPAP1
HOMER2
EHD4
TMEM87A
ZNF106
CEP152
DTWD1
GABPB1
TJP1
DMXL2
DNAJC17
EIF3J
SPG11
RHOV
VPS18
OIP5
SLC30A4
BLOC1S6
MYEF2
SGK3
PDGFRL
CSPP1
ZDHHC2
BRF2
TRIM35
ZFAND1
FZD3
INTS9
RIPK2
NBN
DECR1
IMPAD1
SFRP1
LAPTM4B
UBE2W
POP1
NIPAL2
IKBKB
PLAT
STK3
GDAP1
RAB2A
EIF3E
EMC2
WISP1
NDRG1
ZC2HC1A
ARMC1
SPAG1
CHRAC1
NCALD
SNX16
UBR5
GSDMD
TSTA3
PYCR3
EEF1D
ANXA13
SQLE
SH2D4A
INTS10
ERI1
SLC39A14
MTMR9
LEPROTL1
DCTN6
R3HCC1
GSR
TNFRSF10A
UBXN8
PPP2CB
ERICH1
TUSC3
ARHGEF10
KLHDC4
MCM4
KCTD9
FGL1
ASAH1
BNIP3L
MAN2B1
KCNN4
NUCB1
GYS1
MAP4K1
ECH1
HNRNPL
NFKBIB
TUBB4A
SARS2
SNRNP70
CLPTM1
RELB
CLASRP
LIN7B
PPP1R37
FCGRT
PIH1D1
ARHGEF18
PPP1R13L
PEX11G
ERCC2
DOT1L
PLEKHJ1
RNASEH2A
SF3A2
AMH
OAZ1
TRMT1
STX10
DMPK
TBC1D17
TLE6
CCDC130
PTOV1
AES
SGTA
MED25
SNAPC2
C19orf53
TIMM44
CCDC61
IL27RA
ASF1B
TNNT1
VRK3
FAM32A
PPP6R1
C19orf44
MED26
OLFM2
AKAP8
ILVBL
ZNF419
SYDE1
POP4
CCNE1
URI1
PDCD5
ANKRD27
RPS16
TIMM50
FBL
DYRK1B
GPI
AKT2
PLD3
PRX
PIAS4
NUMBL
EBI3
YJU2
TBCB
FSD1
POLR2I
CLIP3
SLC1A5
PRKD2
TJP3
APLP1
CACTIN
CCDC9
HNRNPUL1
FZR1
BBC3
TGFB1
DENND3
DMAC2
PLIN3
MYH14
MRPL4
RPS19
NOP53
ICAM5
ETFB
BABAM1
TYK2
CDC37
NAPA
RABAC1
ATP1A3
MEIS3
PTPRS
CNFN
MEGF8
KDELR1
CYTH2
GRWD1
GRIN2D
SYNGR4
CLEC11A
CARD8
LIG1
ZNF175
PLA2G4C
RAB3D
DBP
TMEM205
CAPS
PLPPR2
BCAT2
MIER2
PPP2R1A
TNPO2
WDR83OS
CACNG7
GCDH
DNASE2
MAST1
LENG1
PRPF31
TFPT
RPL18A
ARRDC2
PIK3R2
RAB3A
ISYNA1
ELL
CRTC1
COPE
DDX49
ARMC6
TMEM147
TMEM59L
USF2
LSR
KXD1
FKBP8
SUGP1
ZNF14
SCN1B
PBX4
ERF
GSK3A
ATP13A1
ZNF574
SIPA1L3
ETHE1
CADM4
SMG9
AVL9
CFAP69
GTPBP10
RASA4
CDK6
PMPCB
DNAJC2
TFPI2
BET1
NAMPT
TWISTNB
PON3
